,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,BTC-USD,ETH-USD,BTC-USD,ETH-USD,BTC-USD,ETH-USD,BTC-USD,ETH-USD,BTC-USD,ETH-USD,BTC-USD,ETH-USD
Datetime,,,,,,,,,,,,
2023-04-15 02:15:00+00:00,30417.91796875,2086.021484375,30417.91796875,2086.021484375,30420.732421875,2086.076416015625,30413.982421875,2085.27294921875,30413.982421875,2085.27294921875,0,0
2023-04-15 02:20:00+00:00,30427.251953125,2087.333740234375,30427.251953125,2087.333740234375,30427.251953125,2087.333740234375,30397.779296875,2084.2880859375,30413.42578125,2085.562255859375,0,0
2023-04-15 02:25:00+00:00,30404.484375,2086.47900390625,30404.484375,2086.47900390625,30421.2265625,2086.735595703125,30404.484375,2086.386474609375,30421.2265625,2086.735595703125,0,0
2023-04-15 02:30:00+00:00,30425.044921875,2089.044189453125,30425.044921875,2089.044189453125,30425.044921875,2089.044189453125,30413.935546875,2087.692626953125,30413.935546875,2087.692626953125,0,0
2023-04-15 02:35:00+00:00,30380.3046875,2090.414306640625,30380.3046875,2090.414306640625,30423.994140625,2090.414306640625,30380.3046875,2088.791015625,30423.994140625,2089.28271484375,0,2415616
2023-04-15 02:40:00+00:00,30400.482421875,2091.06298828125,30400.482421875,2091.06298828125,30400.482421875,2091.06298828125,30375.275390625,2088.92578125,30375.275390625,2088.92578125,0,5897216
2023-04-15 02:45:00+00:00,30420.796875,2092.339599609375,30420.796875,2092.339599609375,30421.49609375,2092.729736328125,30407.939453125,2091.654296875,30407.939453125,2091.654296875,0,0
2023-04-15 02:50:00+00:00,30423.193359375,2091.40478515625,30423.193359375,2091.40478515625,30423.193359375,2091.61328125,30419.099609375,2091.40478515625,30419.099609375,2091.61328125,0,0
2023-04-15 02:55:00+00:00,30414.083984375,2091.3203125,30414.083984375,2091.3203125,30423.115234375,2091.76025390625,30414.083984375,2091.3203125,30420.9375,2091.560302734375,0,0
2023-04-15 03:00:00+00:00,30423.11328125,2092.555419921875,30423.11328125,2092.555419921875,30423.11328125,2092.555419921875,30402.755859375,2090.67919921875,30402.755859375,2090.67919921875,0,0
2023-04-15 03:05:00+00:00,30440.66015625,2094.90478515625,30440.66015625,2094.90478515625,30441.8359375,2095.015869140625,30432.01171875,2093.830078125,30432.01171875,2093.830078125,0,0
2023-04-15 03:10:00+00:00,30412.576171875,2092.789306640625,30412.576171875,2092.789306640625,30435.33203125,2094.495849609375,30412.576171875,2092.68505859375,30435.33203125,2094.495849609375,0,0
2023-04-15 03:15:00+00:00,30427.884765625,2093.502685546875,30427.884765625,2093.502685546875,30427.884765625,2094.074462890625,30416.708984375,2093.423828125,30416.708984375,2093.423828125,0,0
2023-04-15 03:20:00+00:00,30422.77734375,2092.840576171875,30422.77734375,2092.840576171875,30426.859375,2093.32373046875,30422.77734375,2092.840576171875,30426.859375,2093.32373046875,0,0
2023-04-15 03:25:00+00:00,30414.759765625,2092.232666015625,30414.759765625,2092.232666015625,30414.759765625,2092.232666015625,30409.77734375,2091.81396484375,30413.64453125,2092.037841796875,0,0
2023-04-15 03:30:00+00:00,30399.29296875,2091.609130859375,30399.29296875,2091.609130859375,30422.677734375,2093.30810546875,30399.29296875,2091.609130859375,30415.4453125,2092.477294921875,0,0
2023-04-15 03:35:00+00:00,30401.607421875,2090.369384765625,30401.607421875,2090.369384765625,30403.72265625,2090.801025390625,30396.078125,2090.07275390625,30397.681640625,2090.316650390625,0,0
2023-04-15 03:40:00+00:00,30411.056640625,2089.718017578125,30411.056640625,2089.718017578125,30411.056640625,2089.88037109375,30398.943359375,2089.714111328125,30401.076171875,2089.88037109375,0,0
2023-04-15 03:45:00+00:00,30390.791015625,2088.44873046875,30390.791015625,2088.44873046875,30403.34375,2089.521484375,30390.791015625,2088.44873046875,30403.34375,2089.502685546875,3653632,0
2023-04-15 03:50:00+00:00,30398.61328125,2090.615478515625,30398.61328125,2090.615478515625,30409.171875,2091.649169921875,30398.61328125,2090.27197265625,30402.82421875,2090.27197265625,0,0
2023-04-15 03:55:00+00:00,30388.361328125,2089.585205078125,30388.361328125,2089.585205078125,30397.900390625,2090.870849609375,30388.361328125,2089.585205078125,30397.900390625,2090.854248046875,0,0
2023-04-15 04:00:00+00:00,30409.53515625,2090.465087890625,30409.53515625,2090.465087890625,30409.53515625,2090.744873046875,30398.58984375,2089.55419921875,30399.740234375,2090.05224609375,0,0
2023-04-15 04:05:00+00:00,30389.986328125,2088.05517578125,30389.986328125,2088.05517578125,30413.9296875,2090.65283203125,30389.986328125,2088.05517578125,30413.9296875,2090.65283203125,0,0
2023-04-15 04:10:00+00:00,30385.744140625,2087.511962890625,30385.744140625,2087.511962890625,30385.744140625,2087.638916015625,30372.98828125,2086.59130859375,30372.98828125,2086.59130859375,126976,0
2023-04-15 04:15:00+00:00,30390.748046875,2087.78125,30390.748046875,2087.78125,30390.763671875,2088.033447265625,30387.927734375,2087.741943359375,30387.927734375,2088.033447265625,0,0
2023-04-15 04:20:00+00:00,30381.93359375,2086.810791015625,30381.93359375,2086.810791015625,30391.0,2087.842529296875,30378.068359375,2086.238525390625,30390.556640625,2087.842529296875,0,0
2023-04-15 04:25:00+00:00,30366.8671875,2083.62939453125,30366.8671875,2083.62939453125,30374.712890625,2085.471435546875,30366.8671875,2083.62939453125,30374.712890625,2085.471435546875,0,0
2023-04-15 04:30:00+00:00,30384.6328125,2085.398193359375,30384.6328125,2085.398193359375,30389.6640625,2085.459228515625,30367.962890625,2084.157958984375,30367.962890625,2084.157958984375,5857280,0
2023-04-15 04:35:00+00:00,30381.4453125,2085.841552734375,30381.4453125,2085.841552734375,30388.703125,2085.86767578125,30381.4453125,2085.816650390625,30388.703125,2085.838623046875,0,0
2023-04-15 04:40:00+00:00,30379.650390625,2086.66162109375,30379.650390625,2086.66162109375,30382.95703125,2086.66162109375,30376.310546875,2085.68359375,30376.310546875,2085.68359375,0,0
2023-04-15 04:45:00+00:00,30388.322265625,2087.128662109375,30388.322265625,2087.128662109375,30388.322265625,2087.128662109375,30382.04296875,2086.82958984375,30382.04296875,2086.82958984375,0,0
2023-04-15 04:50:00+00:00,30397.2109375,2087.981201171875,30397.2109375,2087.981201171875,30409.26171875,2088.31298828125,30389.552734375,2087.09619140625,30389.552734375,2087.194580078125,0,0
2023-04-15 04:55:00+00:00,30378.388671875,2087.7001953125,30378.388671875,2087.7001953125,30378.388671875,2087.7001953125,30374.66015625,2087.232421875,30378.265625,2087.52685546875,0,0
2023-04-15 05:00:00+00:00,30386.974609375,2089.242919921875,30386.974609375,2089.242919921875,30387.296875,2089.242919921875,30378.822265625,2087.843505859375,30378.822265625,2087.843505859375,0,0
2023-04-15 05:05:00+00:00,30397.533203125,2088.73681640625,30397.533203125,2088.73681640625,30397.533203125,2088.84033203125,30388.810546875,2087.902587890625,30391.982421875,2088.84033203125,0,0
2023-04-15 05:10:00+00:00,30414.6328125,2090.1552734375,30414.6328125,2090.1552734375,30414.6328125,2090.1552734375,30399.0078125,2089.01025390625,30399.0078125,2089.01025390625,0,0
2023-04-15 05:15:00+00:00,30421.533203125,2091.0048828125,30421.533203125,2091.0048828125,30421.533203125,2091.0048828125,30413.0078125,2090.304931640625,30420.201171875,2090.46826171875,0,0
2023-04-15 05:20:00+00:00,30410.8125,2089.8115234375,30410.8125,2089.8115234375,30414.169921875,2089.83740234375,30410.8125,2089.485595703125,30414.169921875,2089.83740234375,0,0
2023-04-15 05:25:00+00:00,30423.390625,2091.059326171875,30423.390625,2091.059326171875,30423.390625,2091.059326171875,30415.41015625,2090.098876953125,30415.5,2090.160888671875,3360768,0
2023-04-15 05:30:00+00:00,30421.5546875,2090.50439453125,30421.5546875,2090.50439453125,30430.0390625,2091.47900390625,30421.5546875,2090.50439453125,30425.0546875,2091.22998046875,0,0
2023-04-15 05:35:00+00:00,30420.9921875,2090.3955078125,30420.9921875,2090.3955078125,30423.537109375,2090.62451171875,30420.583984375,2090.3955078125,30422.935546875,2090.57421875,0,0
2023-04-15 05:40:00+00:00,30427.490234375,2089.14892578125,30427.490234375,2089.14892578125,30430.802734375,2090.642578125,30424.666015625,2089.14892578125,30429.126953125,2090.642578125,0,0
2023-04-15 05:45:00+00:00,30432.083984375,2089.333251953125,30432.083984375,2089.333251953125,30432.083984375,2089.33984375,30429.2109375,2089.196044921875,30429.2109375,2089.196044921875,0,0
2023-04-15 05:50:00+00:00,30429.7578125,2089.3095703125,30429.7578125,2089.3095703125,30434.66796875,2089.87109375,30429.7578125,2089.3095703125,30434.66796875,2089.590576171875,0,0
2023-04-15 05:55:00+00:00,30439.681640625,2090.308837890625,30439.681640625,2090.308837890625,30439.681640625,2090.308837890625,30429.1953125,2089.362548828125,30429.1953125,2089.362548828125,0,0
2023-04-15 06:00:00+00:00,30437.669921875,2090.203369140625,30437.669921875,2090.203369140625,30452.2890625,2091.53564453125,30437.669921875,2090.203369140625,30451.369140625,2091.132080078125,0,0
2023-04-15 06:05:00+00:00,30432.806640625,2088.751220703125,30432.806640625,2088.751220703125,30434.478515625,2089.779541015625,30432.630859375,2088.751220703125,30432.630859375,2089.779541015625,0,0
2023-04-15 06:10:00+00:00,30427.595703125,2087.303955078125,30427.595703125,2087.303955078125,30432.595703125,2088.06640625,30427.595703125,2087.303955078125,30432.595703125,2088.06640625,0,0
2023-04-15 06:15:00+00:00,30421.869140625,2087.590087890625,30421.869140625,2087.590087890625,30424.41796875,2087.590087890625,30420.884765625,2087.30615234375,30424.099609375,2087.31005859375,0,0
2023-04-15 06:20:00+00:00,30427.005859375,2088.77490234375,30427.005859375,2088.77490234375,30428.54296875,2088.963623046875,30427.005859375,2088.690673828125,30428.232421875,2088.690673828125,0,0
2023-04-15 06:25:00+00:00,30418.853515625,2088.291748046875,30418.853515625,2088.291748046875,30428.572265625,2088.96728515625,30417.01171875,2088.05810546875,30428.572265625,2088.96728515625,0,0
2023-04-15 06:30:00+00:00,30400.4609375,2086.995361328125,30400.4609375,2086.995361328125,30422.859375,2088.7998046875,30400.4609375,2086.995361328125,30415.763671875,2088.3017578125,0,0
2023-04-15 06:35:00+00:00,30402.759765625,2086.6279296875,30402.759765625,2086.6279296875,30402.759765625,2086.6279296875,30394.4609375,2085.94921875,30394.4609375,2086.296875,0,0
2023-04-15 06:40:00+00:00,30403.052734375,2086.78466796875,30403.052734375,2086.78466796875,30406.27734375,2086.96826171875,30402.46875,2086.709716796875,30405.982421875,2086.74609375,0,0
2023-04-15 06:45:00+00:00,30405.671875,2088.1044921875,30405.671875,2088.1044921875,30406.392578125,2088.1044921875,30403.509765625,2087.077880859375,30404.33203125,2087.077880859375,0,0
2023-04-15 06:50:00+00:00,30414.90234375,2088.141845703125,30414.90234375,2088.141845703125,30417.38671875,2088.6953125,30401.197265625,2087.93701171875,30401.197265625,2087.93701171875,0,0
2023-04-15 06:55:00+00:00,30400.29296875,2086.860595703125,30400.29296875,2086.860595703125,30418.64453125,2088.3564453125,30400.29296875,2086.860595703125,30418.64453125,2088.3564453125,0,0
2023-04-15 07:00:00+00:00,30424.65625,2089.36572265625,30424.65625,2089.36572265625,30424.65625,2089.36572265625,30413.654296875,2087.845458984375,30413.654296875,2087.845458984375,0,0
2023-04-15 07:05:00+00:00,30430.849609375,2089.948486328125,30430.849609375,2089.948486328125,30431.400390625,2090.01611328125,30430.849609375,2089.925537109375,30431.3203125,2089.9794921875,0,0
2023-04-15 07:10:00+00:00,30430.89453125,2089.93310546875,30430.89453125,2089.93310546875,30430.89453125,2089.93310546875,30429.59765625,2089.60595703125,30430.21484375,2089.905517578125,0,0
2023-04-15 07:15:00+00:00,30428.251953125,2090.22802734375,30428.251953125,2090.22802734375,30432.1875,2090.22802734375,30428.251953125,2090.1484375,30432.1875,2090.203125,0,0
2023-04-15 07:20:00+00:00,30449.20703125,2093.704345703125,30449.20703125,2093.704345703125,30453.91015625,2093.941650390625,30429.283203125,2090.59765625,30429.283203125,2090.59765625,0,7229440
2023-04-15 07:25:00+00:00,30468.197265625,2096.955322265625,30468.197265625,2096.955322265625,30468.197265625,2096.955322265625,30450.892578125,2094.069091796875,30450.892578125,2094.069091796875,0,0
2023-04-15 07:30:00+00:00,30457.06640625,2096.0673828125,30457.06640625,2096.0673828125,30464.17578125,2097.121826171875,30457.06640625,2096.0673828125,30457.279296875,2096.32958984375,0,3779584
2023-04-15 07:35:00+00:00,30433.501953125,2094.582275390625,30433.501953125,2094.582275390625,30459.115234375,2096.214599609375,30433.501953125,2094.582275390625,30456.201171875,2095.99560546875,0,0
2023-04-15 07:40:00+00:00,30435.90625,2094.944580078125,30435.90625,2094.944580078125,30435.90625,2094.944580078125,30414.453125,2093.03466796875,30414.453125,2093.03466796875,0,0
2023-04-15 07:45:00+00:00,30428.369140625,2095.865234375,30428.369140625,2095.865234375,30444.564453125,2096.494140625,30428.369140625,2095.207763671875,30436.771484375,2095.207763671875,0,0
2023-04-15 07:50:00+00:00,30448.150390625,2097.742431640625,30448.150390625,2097.742431640625,30448.150390625,2097.742431640625,30423.638671875,2095.451904296875,30425.236328125,2095.451904296875,0,0
2023-04-15 07:55:00+00:00,30464.107421875,2100.395751953125,30464.107421875,2100.395751953125,30479.775390625,2102.1044921875,30445.53515625,2097.353759765625,30445.53515625,2097.353759765625,0,18257920
2023-04-15 08:00:00+00:00,30462.28125,2102.304443359375,30462.28125,2102.304443359375,30468.021484375,2102.713623046875,30458.44921875,2100.322021484375,30458.44921875,2100.322021484375,0,0
2023-04-15 08:05:00+00:00,30452.46875,2100.354248046875,30452.46875,2100.354248046875,30462.783203125,2102.529296875,30451.0234375,2100.354248046875,30462.783203125,2102.529296875,0,0
2023-04-15 08:10:00+00:00,30440.76953125,2096.86474609375,30440.76953125,2096.86474609375,30455.875,2099.9990234375,30440.76953125,2096.86474609375,30455.875,2099.9990234375,0,0
2023-04-15 08:15:00+00:00,30439.02734375,2096.49267578125,30439.02734375,2096.49267578125,30443.41796875,2097.361572265625,30437.810546875,2096.49267578125,30437.810546875,2096.668212890625,0,0
2023-04-15 08:20:00+00:00,30440.908203125,2096.79150390625,30440.908203125,2096.79150390625,30440.908203125,2096.79150390625,30431.0703125,2095.896728515625,30431.0703125,2095.896728515625,0,0
2023-04-15 08:25:00+00:00,30439.138671875,2097.16064453125,30439.138671875,2097.16064453125,30441.990234375,2097.16064453125,30437.39453125,2096.1240234375,30437.39453125,2096.1240234375,0,0
2023-04-15 08:30:00+00:00,30473.0546875,2101.352294921875,30473.0546875,2101.352294921875,30473.0546875,2101.352294921875,30439.03125,2097.010009765625,30439.03125,2097.010009765625,0,0
2023-04-15 08:35:00+00:00,30446.63671875,2098.429443359375,30446.63671875,2098.429443359375,30474.515625,2101.129638671875,30446.63671875,2098.429443359375,30474.515625,2101.129638671875,0,0
2023-04-15 08:40:00+00:00,30411.98046875,2096.886962890625,30411.98046875,2096.886962890625,30448.52734375,2098.54833984375,30411.98046875,2096.886962890625,30448.52734375,2098.46240234375,0,0
2023-04-15 08:45:00+00:00,30406.951171875,2095.649169921875,30406.951171875,2095.649169921875,30411.455078125,2096.7138671875,30406.115234375,2095.649169921875,30411.455078125,2096.7138671875,0,0
2023-04-15 08:50:00+00:00,30404.013671875,2097.57080078125,30404.013671875,2097.57080078125,30405.1484375,2097.57080078125,30387.876953125,2095.319580078125,30387.876953125,2095.319580078125,0,0
2023-04-15 08:55:00+00:00,30407.62109375,2097.529541015625,30407.62109375,2097.529541015625,30409.392578125,2097.608154296875,30406.82421875,2097.3232421875,30406.82421875,2097.347900390625,0,0
2023-04-15 09:00:00+00:00,30415.546875,2099.676513671875,30415.546875,2099.676513671875,30422.98046875,2100.4619140625,30408.345703125,2097.641845703125,30408.345703125,2097.641845703125,0,0
2023-04-15 09:05:00+00:00,30422.3984375,2100.690673828125,30422.3984375,2100.690673828125,30423.783203125,2100.690673828125,30421.27734375,2100.570068359375,30423.783203125,2100.570068359375,0,0
2023-04-15 09:10:00+00:00,30435.763671875,2102.823486328125,30435.763671875,2102.823486328125,30435.763671875,2103.2939453125,30426.076171875,2101.106689453125,30426.076171875,2101.106689453125,1208320,8630272
2023-04-15 09:15:00+00:00,30437.197265625,2102.3828125,30437.197265625,2102.3828125,30437.197265625,2102.3828125,30432.81640625,2101.41796875,30432.81640625,2101.41796875,0,0
2023-04-15 09:20:00+00:00,30443.8828125,2104.04296875,30443.8828125,2104.04296875,30457.701171875,2105.8544921875,30436.8671875,2102.313720703125,30436.8671875,2102.313720703125,0,2435072
2023-04-15 09:25:00+00:00,30432.748046875,2103.183837890625,30432.748046875,2103.183837890625,30443.041015625,2104.208984375,30432.748046875,2103.183837890625,30443.041015625,2104.208984375,0,0
