Date,price,return,Normal JB 30,Normal Shapiro 30,Mean 30,Variance 30,Normal Return JB 30,Normal Return Shapiro 30,Mean Return 30,Variance Return 30,Normal JB 40,Normal Shapiro 40,Mean 40,Variance 40,Normal Return JB 40,Normal Return Shapiro 40,Mean Return 40,Variance Return 40,Normal JB 50,Normal Shapiro 50,Mean 50,Variance 50,Normal Return JB 50,Normal Return Shapiro 50,Mean Return 50,Variance Return 50,Normal JB 60,Normal Shapiro 60,Mean 60,Variance 60,Normal Return JB 60,Normal Return Shapiro 60,Mean Return 60,Variance Return 60,Normal JB 70,Normal Shapiro 70,Mean 70,Variance 70,Normal Return JB 70,Normal Return Shapiro 70,Mean Return 70,Variance Return 70,Normal JB 80,Normal Shapiro 80,Mean 80,Variance 80,Normal Return JB 80,Normal Return Shapiro 80,Mean Return 80,Variance Return 80,Normal JB 90,Normal Shapiro 90,Mean 90,Variance 90,Normal Return JB 90,Normal Return Shapiro 90,Mean Return 90,Variance Return 90,Normal JB 100,Normal Shapiro 100,Mean 100,Variance 100,Normal Return JB 100,Normal Return Shapiro 100,Mean Return 100,Variance Return 100
2014-09-12,21.73819923400879,-0.016199803121164737,0.0,1.0,23.67867685953776,0.8584787071941617,0.0,0.0,-0.0027195929028775065,0.0002580257246045724,1.0,1.0,23.81143012046814,0.7182290129201832,0.0,0.0,-0.0030606271208287335,0.0002358821113585588,1.0,1.0,23.887076873779296,0.6302488400960204,0.0,0.0,-0.0020669691981441848,0.0002950362941734453,1.0,1.0,23.85831111272176,0.5405460465331349,0.0,0.0,-0.0006031362882324386,0.0003288273705821113,1.0,1.0,23.5096624646868,1.2674577524863226,0.0,0.0,0.0009907420576688287,0.00031588425976726185,1.0,1.0,23.14576599597931,2.0727979981529834,0.0,0.0,0.00025916039415112394,0.00030437332054764147,1.0,1.0,22.969545131259494,2.095141861639128,0.0,0.0,-0.00018457437618318588,0.0002811570023094309,1.0,1.0,22.87444818496704,1.969373503718899,0.0,0.0,3.7759811382790215e-05,0.0002767731959770894
2014-09-15,21.76551055908203,0.0012555861921272617,0.0,1.0,23.609189987182617,0.9786842555119136,0.0,0.0,-0.003048749303960736,0.0002518440970355289,1.0,1.0,23.742474222183226,0.8076699258521257,0.0,0.0,-0.0029828815028431184,0.00023631627927342283,1.0,1.0,23.83992286682129,0.7187000508595243,0.0,0.0,-0.0020569570529385974,0.0002950989670493734,1.0,1.0,23.8252366065979,0.6134688151899184,0.0,0.0,-0.0014542515809008118,0.0002806725848377315,1.0,1.0,23.526048060825893,1.1901325380862218,0.0,0.0,0.0007733855467405543,0.00031236453321349265,1.0,1.0,23.15100030899048,2.0559183843476276,0.0,0.0,0.00024283002889478178,0.00030431849002445616,1.0,1.0,22.970556619432237,2.092584611431826,0.0,0.0,4.656951896387971e-05,0.0002769137208605679,1.0,1.0,22.871171073913573,1.9756195020625908,0.0,0.0,-0.000149442169290385,0.00027273737601795126
2014-09-16,21.84743881225586,0.0037570653086553734,0.0,1.0,23.550019836425783,1.082082727520236,0.0,0.0,-0.0026039261436791067,0.0002517622394151206,0.0,1.0,23.676476812362672,0.8810574898756622,0.0,0.0,-0.002851808891258737,0.00023740598558238317,1.0,1.0,23.802782249450683,0.7979382930872186,0.0,0.0,-0.0016315985328934554,0.0002907302573505461,1.0,1.0,23.79762388865153,0.6772463252557155,0.0,0.0,-0.0012182585185783786,0.0002797191065424851,1.0,1.0,23.543734087262834,1.1073658185737876,0.0,0.0,0.0008333656062504992,0.0003124685110553338,1.0,1.0,23.157941484451293,2.0336408436847404,0.0,0.0,0.0003218185379109075,0.0003043689147951665,1.0,1.0,22.97288294898139,2.086802405783788,0.0,0.0,0.0001069941520323263,0.0002770311832902512,1.0,1.0,22.871717281341553,1.974459428396783,0.0,0.0,2.503228680239171e-05,0.0002710086857312422
2014-09-17,21.328561782836918,-0.024036594595797652,0.0,1.0,23.469002342224123,1.2439534839859656,0.0,0.0,-0.0035972649374539376,0.00026416715802144553,0.0,1.0,23.604562330245972,1.009938294534192,0.0,0.0,-0.003162948704032479,0.0002468559683605535,1.0,1.0,23.747617492675783,0.9181208141124528,0.0,0.0,-0.0024323370729300736,0.0002939759665233761,1.0,1.0,23.754535929361978,0.7784559407988327,0.0,0.0,-0.0019068373333043962,0.0002822633687025032,1.0,1.0,23.555178042820522,1.0464971468767859,0.0,0.0,0.0005468912649302566,0.0003210129900514012,1.0,1.0,23.159306979179384,2.028428643866512,0.0,0.0,6.418639896922655e-05,0.0003116344340999321,1.0,1.0,22.9698486328125,2.096046049751788,0.0,0.0,-0.00014136231595494178,0.0002834823304526723,1.0,1.0,22.862341117858886,1.9947206403758642,0.0,0.0,-0.00043021748168922924,0.0002719941530168904
2014-09-18,21.055465698242188,-0.012886923697479801,0.0,1.0,23.360978825887045,1.4091561884473518,0.0,0.0,-0.004771953137306876,0.00024249292527562475,0.0,1.0,23.52809634208679,1.1638966992595685,0.0,0.0,-0.0033909192192394183,0.0002492177800428907,1.0,1.0,23.674428520202635,1.0414715660280112,0.0,0.0,-0.003204934011233108,0.00027939653361711654,1.0,1.0,23.719033813476564,0.8951620364768095,0.0,0.0,-0.0016061816635639307,0.0002699415305575903,1.0,1.0,23.556478445870535,1.0397798540216225,0.0,0.0,6.189472063179668e-05,0.0003172897718807365,1.0,1.0,23.16749975681305,1.988014003242484,0.0,0.0,0.00039528933696259796,0.00029395720594216503,1.0,1.0,22.961756960550943,2.1213500847162066,0.0,0.0,-0.00037780608789467115,0.00028443269243401,1.0,1.0,22.854512424468993,2.017044695778228,0.0,0.0,-0.00036506733864207186,0.0002699216166141067
2014-09-19,20.62762260437012,-0.02052909883494307,0.0,1.0,23.236569913228355,1.61636603000507,0.0,0.0,-0.005543561528938633,0.0002485549186057499,0.0,1.0,23.450264930725098,1.3722341934865752,0.0,0.0,-0.0035141834094528867,0.0002529122325351749,1.0,1.0,23.60251407623291,1.2194946852283368,0.0,0.0,-0.0032137149747694443,0.00027970297580882773,1.0,1.0,23.67200117111206,1.0536619408334256,0.0,0.0,-0.0021370258742105875,0.00027289140708980483,1.0,1.0,23.546725191388813,1.090887775833283,0.0,0.0,-0.00046516870137463867,0.0003193005103599651,1.0,1.0,23.174554657936095,1.9476406702109135,0.0,0.0,0.00034677835682759824,0.00029581999746338257,1.0,1.0,22.950732125176323,2.1622102035261848,0.0,0.0,-0.0005220128186946196,0.0002883962380365542,1.0,1.0,22.83949230194092,2.0616005581542134,0.0,0.0,-0.0007028657331268703,0.0002720406788813951
2014-09-22,20.190675735473636,-0.021410180127983108,0.0,0.0,23.09698905944824,1.8711899224618522,0.0,0.0,-0.006282144767713268,0.0002553069626278236,0.0,1.0,23.34466905593872,1.6093914297795675,0.0,0.0,-0.004748918921819592,0.00023412885012456594,1.0,1.0,23.508934326171875,1.4153541828385894,0.0,0.0,-0.0041685563253509765,0.0002677148660961849,1.0,1.0,23.614803377787272,1.2557108468943083,0.0,0.0,-0.0026163430261096185,0.00027742849110845975,1.0,1.0,23.522667040143695,1.2130187756606086,0.0,0.0,-0.0011444562130311312,0.0003149318318867201,1.0,1.0,23.173871970176698,1.9517281275912337,0.0,0.0,-3.376638343367782e-05,0.000300710158460216,1.0,1.0,22.93222253587511,2.234005908479334,0.0,0.0,-0.000880880372388228,0.0002917056615967423,1.0,1.0,22.821923332214354,2.124124212409191,0.0,0.0,-0.0008343565004875904,0.000275777415555644
2014-09-23,20.518386840820312,0.016100502632644724,0.0,0.0,22.962566757202147,2.0088726238767083,0.0,0.0,-0.005981115353860923,0.0002663412631519485,0.0,1.0,23.243397188186645,1.7652377049808563,0.0,0.0,-0.00450436819889814,0.00024207292697373429,1.0,1.0,23.435017166137694,1.5821444687627204,0.0,0.0,-0.0033123937325481695,0.0002649837298627615,1.0,1.0,23.562612311045328,1.4154249587343155,0.0,0.0,-0.002367256749162638,0.00028306191798388246,1.0,1.0,23.502250099182127,1.3074477286726174,0.0,0.0,-0.0009619306773730619,0.0003189186718924862,1.0,1.0,23.174327182769776,1.9492629070928753,0.0,0.0,2.220530501256962e-05,0.0003022821739891703,1.0,1.0,22.921298832363554,2.276353706328159,0.0,0.0,-0.000520024826524145,0.00029211615310789055,1.0,1.0,22.81054449081421,2.163867517053101,0.0,0.0,-0.0005397366198449706,0.0002770014600727642
2014-09-24,20.21798324584961,-0.014748935160655152,0.0,0.0,22.804172897338866,2.103738098407513,0.0,0.0,-0.007036486273835784,0.0002497673627768668,0.0,1.0,23.139849519729616,1.9569733094263824,0.0,0.0,-0.00465913646310382,0.00024431804066871394,1.0,1.0,23.370021057128906,1.7890221945133675,0.0,0.0,-0.002981126381172084,0.00025154113135453915,1.0,1.0,23.498283704121906,1.5963222201797866,0.0,0.0,-0.0029118936467203258,0.00027837647473519863,1.0,1.0,23.47923229762486,1.4226698012778947,0.0,0.0,-0.0010953914252640087,0.000321369089966846,1.0,1.0,23.173416900634766,1.9546452832373362,0.0,0.0,-4.494249947581475e-05,0.0003039211453964228,1.0,1.0,22.9090602238973,2.32948337615674,0.0,0.0,-0.0005894189905060997,0.0002936700098068229,1.0,1.0,22.79133695602417,2.2268286806411504,0.0,0.0,-0.0009075639909799936,0.000273757086153408
2014-09-25,20.34542655944824,0.006283679480976881,0.0,1.0,22.65093739827474,2.1302413200707577,0.0,0.0,-0.006790556291396793,0.0002546053572763792,0.0,1.0,23.04608769416809,2.124745534099411,0.0,0.0,-0.0042296384163453835,0.0002462017582985577,1.0,1.0,23.298470764160157,1.9642564590254425,0.0,0.0,-0.0032396346836360383,0.00024317560876602182,1.0,1.0,23.4392653465271,1.7587083987847423,0.0,0.0,-0.0026743078516137326,0.0002793183806610839,1.0,1.0,23.456214441571916,1.5308650864611042,0.0,0.0,-0.001088787336163719,0.00032146482510162085,1.0,1.0,23.173189330101014,1.9559444626668119,0.0,0.0,-1.1180339504128056e-05,0.0003042603913065863,1.0,1.0,22.89833884769016,2.3744946032423018,0.0,0.0,-0.0005148526919026808,0.0002941948725482165,1.0,1.0,22.77258457183838,2.2836129833718863,0.0,0.0,-0.0008816656323007491,0.00027406490391337045
