Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-12-31,19.10107728079656,19.10107728079656,18.82242617961496,18.861377716064453,5397400,0.0,0.0
2002-01-02,18.669628195531722,18.906331001228782,18.609702986085285,18.864383697509766,8669200,0.0,0.0
2002-01-03,18.864382234828007,19.14603035449471,18.804457030027972,18.843408584594727,8237600,0.0,0.0
2002-01-04,18.91231488828113,19.22092917413346,18.879355981182336,19.137033462524414,10598600,0.0,0.0
2002-01-07,18.696585617118252,18.990217746895674,18.696585617118252,18.909318923950195,10852200,0.0,0.0
2002-01-08,18.78647069798513,18.84339898490527,18.501826977429154,18.6066951751709,11914200,0.0,0.0
2002-01-09,18.65164525982152,18.876363877409734,18.474866568266343,18.561758041381836,8524200,0.0,0.0
2002-01-10,18.6366712025888,18.780491034362527,18.516820771288153,18.576745986938477,10527400,0.0,0.0
2002-01-11,18.651647335318145,18.660635715268914,18.247154235839844,18.247154235839844,9616400,0.0,0.0
2002-01-14,18.244161549352825,18.319067780803923,18.09734597577657,18.193225860595703,9339200,0.0,0.0
2002-01-15,18.217200076654535,18.53180610333039,18.148286462657246,18.411956787109375,12358800,0.0,0.0
2002-01-16,18.157260790911334,18.52280337981085,18.022430557411628,18.217185974121094,10224600,0.0,0.0
2002-01-17,18.29209664942538,18.426928058940067,18.277115635696653,18.31307029724121,8927400,0.0,0.0
2002-01-18,18.217185974121094,18.375987881073627,18.133291403414113,18.217185974121094,8546200,0.0,0.0
2002-01-22,18.426930056090114,18.792472774175334,18.277117616609704,18.777490615844727,16068400,0.0,0.0
2002-01-23,18.780486683196223,18.906328578225583,18.54677965358275,18.83441925048828,10192400,0.0,0.0
2002-01-24,19.041165324437657,19.175996780395508,18.912326504631096,19.175996780395508,14674400,0.0,0.0
2002-01-25,19.002203425737306,19.217933637935253,18.834414276674774,18.981229782104492,11100400,0.0,0.0
2002-01-28,18.951278848198786,19.16700918661125,18.88536099079975,19.068132400512695,9068000,0.0,0.0
2002-01-29,19.095089190872777,19.277859366658607,17.698837608338003,17.737789154052734,28117000,0.0,0.0
2002-01-30,17.992461422901172,18.55875187318596,17.947518407643088,18.474857330322266,27774800,0.0,0.0
2002-01-31,18.6007104079426,18.936289904958212,18.435915833401946,18.885353088378906,15095000,0.0,0.0
2002-02-01,18.74153626318597,18.846405658359373,18.27412217571235,18.38498306274414,14908000,0.0,0.0
2002-02-04,18.262138333284568,18.292100366831043,17.767756778919548,17.797719955444336,14934600,0.0,0.0
2002-02-05,17.61793456041933,17.827672107931708,17.35126872353006,17.647897720336914,17548000,0.0,0.0
