Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-12-31,26.58825479485593,26.880790153674035,26.490742228750964,26.523244857788086,1106703,0.0,0.0
2002-01-02,26.523269548071085,26.653287203742288,25.879689755870295,26.646785736083984,1397930,0.0,0.0
2002-01-03,26.75077834977058,27.368351774734677,26.75077834977058,27.23833656311035,2267556,0.0,0.0
2002-01-04,27.59587990922079,27.940422329872508,27.472366158485364,27.699893951416016,1658780,0.0,0.0
2002-01-07,28.538501795302793,28.70102201430537,27.953430878491584,28.571006774902344,3413033,0.0,0.0
2002-01-08,28.440981511528,28.60349933375388,27.888413429570353,28.167945861816406,2172084,0.0,0.0
2002-01-09,28.1679599003348,28.76603383206663,28.018442587150812,28.252471923828125,1761611,0.0,0.0
2002-01-10,28.538495403202102,29.708639314231288,28.37597522060107,29.481111526489258,4671434,0.0,0.0
2002-01-11,29.481107280684366,30.228698141385046,29.12356199465616,29.18857192993164,2924068,0.0,0.0
2002-01-14,28.837534134945027,28.844035597731306,28.440987015931967,28.61000633239746,3042937,0.0,0.0
2002-01-15,28.66850440286107,29.14306426262816,28.343466447570922,28.44097900390625,3823129,0.0,0.0
2002-01-16,28.4540413044776,28.662974409823402,27.94476935675502,28.225521087646484,2257651,0.201399,0.0
2002-01-17,28.297327674841274,28.401795349247305,27.912108412294668,27.918638229370117,2883408,0.0,0.0
2002-01-18,27.918644230885928,28.042696683784605,27.683594262645254,27.977405548095703,2458029,0.0,0.0
2002-01-22,28.075344538549643,28.1210485703123,27.748886497473283,27.925172805786133,1731422,0.0,0.0
2002-01-23,27.92517334956964,28.029641052604784,27.76194432585292,27.90558624267578,1727743,0.0,0.0
2002-01-24,28.238590369539637,28.33652596040297,28.010070074688073,28.075361251831055,3963884,0.0,0.0
2002-01-25,27.912133164404644,27.91866298727065,27.585674916937368,27.801137924194336,3580203,0.0,0.0
2002-01-28,27.80765028289708,27.872943776663057,27.422430888123465,27.75541877746582,2865955,0.0,0.0
2002-01-29,27.74890868124329,28.01007579283371,25.75751679818746,26.129676818847656,5276719,0.0,0.0
2002-01-30,26.345114449945505,26.76951030319977,25.36574283815176,26.26676368713379,4640019,0.0,0.0
2002-01-31,26.50835665649561,26.769523646344982,25.97949520558434,26.7564640045166,2501802,0.0,0.0
2002-02-01,26.769525004811737,26.78911211884663,26.351658739728045,26.508358001708984,2397462,0.0,0.0
2002-02-04,26.508352569223508,26.508352569223508,25.23516927055896,25.274343490600586,3222843,0.0,0.0
2002-02-05,25.300461209605643,25.52898141647777,24.48431593527563,24.614900588989258,4106432,0.0,0.0
2002-02-06,24.549612563610822,24.641018308299696,23.7334671853369,24.11868667602539,3807657,0.0,0.0
2002-02-07,24.09255834338871,24.941345292915894,24.09255834338871,24.43207359313965,2495953,0.0,0.0
2002-02-08,24.549613655567313,24.967477570152166,24.438616093411664,24.89565658569336,1931989,0.0,0.0
2002-02-11,24.889115733841784,25.30045195576209,24.49083679766635,25.23516082763672,1999819,0.0,0.0
2002-02-12,25.07194473578732,25.235173814957097,24.843424494889973,25.19599723815918,1845573,0.0,0.0
2002-02-13,25.137232653735204,25.757502134658342,25.039294748931177,25.45716094970703,2590954,0.0,0.0
2002-02-14,25.626920068197364,25.757502376025442,25.071941735375873,25.528982162475586,1015759,0.0,0.0
2002-02-15,25.52897388753916,25.790140768242377,25.1306949231494,25.267807006835938,1946423,0.0,0.0
2002-02-19,24.97399856878822,24.98052838771453,23.76610660157185,23.909746170043945,3930299,0.0,0.0
2002-02-20,24.144804140190985,24.432088071555228,23.63552978891926,24.379854202270508,2213971,0.0,0.0
2002-02-21,24.419026201590494,24.68019317448563,24.092570422598452,24.190505981445312,1561987,0.0,0.0
2002-02-22,24.157864261457476,24.41249909244149,23.785702047401198,24.24274253845215,2174348,0.0,0.0
2002-02-25,24.451663822463484,24.960937937076363,24.28190500102565,24.810766220092773,2438500,0.0,0.0
2002-02-26,24.712838106306304,25.065413174803446,24.516964634720043,24.869537353515625,1694912,0.0,0.0
2002-02-27,25.12416661027774,25.659557690431974,24.77812147123548,25.091522216796875,1889725,0.0,0.0
2002-02-28,25.104594767942125,25.463699762474647,24.543088771485657,24.575733184814453,2465199,0.0,0.0
2002-03-01,24.582249134834605,25.254752336260847,24.582249134834605,25.1894588470459,1622082,0.0,0.0
2002-03-04,25.431054453210425,26.41042685399845,25.398407688313128,26.351665496826172,2280953,0.0,0.0
2002-03-05,26.351650364438225,26.841337458481494,26.221068079240432,26.45611572265625,2211613,0.0,0.0
2002-03-06,26.37777284517007,27.09597791467464,26.31248168882434,27.06333351135254,2224632,0.0,0.0
2002-03-07,27.095981972130193,27.422440152445468,26.77605361333775,26.867464065551758,2049537,0.0,0.0
2002-03-08,27.29185745247113,27.409382489789177,26.82828712463379,26.82828712463379,2252273,0.0,0.0
2002-03-11,26.834811637306696,27.709718247822494,26.834811637306696,27.553016662597656,1737177,0.0,0.0
2002-03-12,27.259205627442455,27.52037258956449,26.919690221474795,27.324499130249023,1676988,0.0,0.0
2002-03-13,27.324497362757175,27.637895817270234,27.10903445671616,27.415903091430664,2599161,0.0,0.0
2002-03-14,27.32450020185022,27.761951179780684,27.187385720340256,27.422435760498047,1668403,0.0,0.0
2002-03-15,27.74889362287265,28.42139698422416,27.61831131279135,28.343046188354492,2586708,0.0,0.0
2002-03-18,28.69562759808566,28.69562759808566,27.879482105138944,28.32346534729004,2209254,0.0,0.0
2002-03-19,28.728259935158654,29.178772809845416,28.565033254866034,28.610734939575195,2301236,0.0,0.0
2002-03-20,28.499732961733145,28.506262779290854,27.814172609187377,27.85987663269043,1965951,0.0,0.0
2002-03-21,27.977404644957268,27.977404644957268,27.24614018932626,27.64441680908203,1976046,0.0,0.0
2002-03-22,27.644419094200945,28.10798923555789,27.363667431564437,27.683595657348633,1553308,0.0,0.0
