Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2002-01-02,76.90909676864311,77.33670318623805,76.04051836557618,77.18971252441406,18651900,0.0,0.0,0.0
2002-01-03,77.26990901881422,78.13848253101091,77.1964136704205,78.06498718261719,15743000,0.0,0.0,0.0
2002-01-04,78.28549449167211,78.82668812206758,77.87125343090618,78.5861587524414,20140700,0.0,0.0,0.0
2002-01-07,78.63960203731156,78.83336208131186,77.87792743536443,78.03160095214844,13106500,0.0,0.0,0.0
2002-01-08,78.03158055052656,78.21197497330806,77.48370939943064,77.85118103027344,12683700,0.0,0.0,0.0
2002-01-09,77.95806928645901,78.69301749554577,77.06276484823034,77.21643829345703,16610300,0.0,0.0,0.0
2002-01-10,77.2966402487038,77.7376072711755,77.03606766781776,77.55721282958984,12823400,0.0,0.0,0.0
2002-01-11,77.64407789632456,77.69084720878018,76.63519118766989,76.79554748535156,13708400,0.0,0.0,0.0
2002-01-14,76.6017669684822,76.72870929836658,76.14075165648192,76.31446838378906,12301100,0.0,0.0,0.0
2002-01-15,76.53496392945138,77.09619559866645,76.10067460590808,76.93584442138672,20219900,0.0,0.0,0.0
2002-01-16,76.36795588365456,76.4347684720729,75.29225638845587,75.37911224365234,17067000,0.0,0.0,0.0
2002-01-17,76.00713347159535,76.3278358155103,75.76660416492324,75.9469985961914,17283400,0.0,0.0,0.0
2002-01-18,75.49933459408824,76.06724892331064,75.2788485882523,75.59955596923828,17028000,0.0,0.0,0.0
2002-01-22,76.00048674137277,76.12075145176358,74.84460896386804,75.07846069335938,11689300,0.0,0.0,0.0
2002-01-23,75.25213718752697,75.86682602920577,74.84457392077692,75.65302276611328,12438900,0.0,0.0,0.0
2002-01-24,75.92693495756895,76.33449811239997,75.71313175318795,75.88684844970703,12142800,0.0,0.0,0.0
2002-01-25,75.57949989283557,76.28772198814102,75.52604782216005,75.8667984008789,12810700,0.0,0.0,0.0
2002-01-28,76.10066250394416,76.29442248201903,75.44588722984734,76.07393646240234,10589200,0.0,0.0,0.0
2002-01-29,76.06724329062958,76.2543204584057,73.52833086049993,73.68199920654297,27720800,0.0,0.0,0.0
2002-01-30,73.75548090114108,75.75988749527838,72.42589262098815,74.74432373046875,34711800,0.0,0.0,0.0
2002-01-31,74.93141943637256,75.69977650739959,74.57730833256579,75.61959838867188,19909200,0.0,0.0,0.0
2002-02-01,75.55947923118721,75.69979224249413,74.94479548558466,75.2655029296875,15838500,0.0,0.0,0.0
2002-02-04,74.98487297830043,74.98487297830043,73.12077373565138,73.39470672607422,24243400,0.0,0.0,0.0
2002-02-05,73.09406503316961,73.82233068304575,72.51278499248643,72.94039154052734,33614000,0.0,0.0,0.0
2002-02-06,73.2610746964258,73.32120445785634,72.19873636725214,72.6263427734375,29486000,0.0,0.0,0.0
2002-02-07,72.63971035333464,73.40138460404529,72.15865185868147,72.17201232910156,23445400,0.0,0.0,0.0
2002-02-08,72.57959882579618,73.99604872680793,72.359117859425,73.5550765991211,19277800,0.0,0.0,0.0
2002-02-11,73.5283533312483,74.59068690040621,73.37467984077114,74.45706176757812,18792400,0.0,0.0,0.0
2002-02-12,74.13634212469931,74.63744393663421,73.51497567400118,74.22319793701172,13942500,0.0,0.0,0.0
2002-02-13,74.48376635942496,75.19198853486812,74.39690546038115,75.01158905029297,16781100,0.0,0.0,0.0
2002-02-14,75.17197158673204,75.47931348924158,74.55728268424059,74.87130737304688,20453800,0.0,0.0,0.0
2002-02-15,74.93143695287642,74.99156673287546,73.96931969311588,74.08958435058594,18366800,0.0,0.0,0.0
2002-02-19,73.59516657475699,73.68870518809165,72.56623673060365,72.66645812988281,15988100,0.0,0.0,0.0
2002-02-20,72.86017498389401,73.88909912109375,72.0383661135685,73.88909912109375,29242800,0.0,0.0,0.0
2002-02-21,73.44819070459148,73.91588386573399,72.3324048076707,72.359130859375,26288600,0.0,0.0,0.0
2002-02-22,72.39251398356674,73.45485257199883,72.07181164939713,73.25440979003906,26572900,0.0,0.0,0.0
2002-02-25,73.3212107859829,74.70425149042632,73.29448474610587,74.4637222290039,17458700,0.0,0.0,0.0
2002-02-26,74.56397130889346,74.85795275930062,73.87579209314288,74.3100814819336,22346500,0.0,0.0,0.0
2002-02-27,74.80448680882255,75.40581007446256,73.92923050395709,74.59736633300781,28597900,0.0,0.0,0.0
2002-02-28,74.71763827604333,75.33232207534904,74.18312752166389,74.2633056640625,23755400,0.0,0.0,0.0
2002-03-01,74.64411218865888,76.06723922239009,74.50380432033076,75.99374389648438,26273600,0.0,0.0,0.0
2002-03-04,76.10068055302241,77.4970821468421,75.93364657687333,77.33673095703125,27184600,0.0,0.0,0.0
2002-03-05,77.05607382021108,77.77097865124333,76.81554461561429,77.0894775390625,22718900,0.0,0.0,0.0
2002-03-06,76.90242723871134,78.27210762634738,76.88238398091194,78.00485229492188,20143200,0.0,0.0,0.0
2002-03-07,78.41241147983699,78.50595007638563,77.21644788399807,77.83781433105469,19330800,0.0,0.0,0.0
2002-03-08,78.42578712185849,78.77322063121896,77.82446891272383,78.16521453857422,19930100,0.0,0.0,0.0
2002-03-11,78.09839074067281,78.77320930424641,77.79104889426094,78.33223724365234,15621800,0.0,0.0,0.0
2002-03-12,77.57054128675928,78.33889823779671,77.46364224262027,78.28544616699219,17153600,0.0,0.0,0.0
2002-03-13,77.92469244572402,78.00487059320119,77.26323929582348,77.5304946899414,17175300,0.0,0.0,0.0
2002-03-14,77.53044997237903,77.79102242954755,77.25651194960356,77.42354583740234,11168100,0.0,0.0,0.0
2002-03-15,77.70565147643045,78.362297209387,77.65874820979069,78.16128540039062,21220100,0.331,0.0,0.0
2002-03-18,78.46281945368514,78.77104170461725,77.79276974850923,78.17469787597656,17548900,0.0,0.0,0.0
2002-03-19,78.59683092539808,78.89164931370178,78.27520482388906,78.69733428955078,17912000,0.0,0.0,0.0
2002-03-20,78.06079394166214,78.11439914723223,77.18303042676543,77.2165298461914,17114500,0.0,0.0,0.0
2002-03-21,77.25673244595794,77.65876124349707,76.46607359556579,77.25003051757812,25846800,0.0,0.0,0.0
2002-03-22,77.3907264657155,77.68554991668623,76.85468475705467,77.08250427246094,15235400,0.0,0.0,0.0
2002-03-25,77.11599906926372,77.29691530774082,75.91661489184011,76.12432861328125,17499600,0.0,0.0,0.0
2002-03-26,76.06405199917589,77.06912671176163,76.03055257600097,76.56658935546875,19947600,0.0,0.0,0.0
2002-03-27,76.40575074801878,77.06240156818598,76.2248396155644,76.767578125,19020300,0.0,0.0,0.0
2002-03-28,77.03561049830924,77.57164716094529,76.72068633907304,76.73408508300781,17532900,0.0,0.0,0.0
2002-04-01,76.53976372768172,77.12270357497995,76.05062529803882,76.767578125,17711000,0.0,0.0,0.0
2002-04-02,76.37224631975768,77.02219005815203,76.23153142233798,76.34544372558594,15669500,0.0,0.0,0.0
2002-04-03,76.39236276608892,76.52637065255463,75.15277192402492,75.80941772460938,25658500,0.0,0.0,0.0
2002-04-04,75.44758830691508,75.9836300627875,75.19967321228435,75.49449157714844,23549000,0.0,0.0,0.0
2002-04-05,75.84291358389154,76.13773192283486,75.16616207681983,75.50788879394531,19404900,0.0,0.0,0.0
2002-04-08,74.58994347392559,75.735728017592,74.5296414457678,75.6687240600586,16470100,0.0,0.0,0.0
2002-04-09,75.83623378859619,75.83623378859619,74.99867156929824,75.1393814086914,15122700,0.0,0.0,0.0
