,Capital Gains,Close,Close,Close,Dividends,Dividends,Dividends,High,High,High,Low,Low,Low,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume
,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY
Date,,,,,,,,,,,,,,,,,,,,,,
2021-01-19,0.0,125.77706909179688,196.67733764648438,363.6672668457031,0.0,0.0,0.0,126.6429412138431,198.47395365747536,364.22433335352656,124.90136297335832,195.53917751387243,361.8424534335923,125.72786908236517,198.17294361559365,363.3695355194656,0.0,0.0,0.0,90757300,3331600,51233300
2021-01-20,0.0,129.9096221923828,200.94781494140625,368.6999206542969,0.0,0.0,0.0,130.36224128620208,201.6815089299574,369.56430280950093,126.48551453218796,197.18527577839615,365.6265293135357,126.5937485537272,197.674395535465,366.02989397461596,0.0,0.0,0.0,104319500,4077700,61836100
2021-01-21,0.0,134.671875,200.8537139892578,369.03607177734375,0.0,0.0,0.0,137.42691024832519,203.13946363320494,369.7179990267819,131.44455271342127,200.6561887520566,368.08525427662283,131.6511867378827,201.35224920135968,369.27617957530634,0.0,0.0,0.0,120150900,2674900,47840100
2021-01-22,0.0,136.83657836914062,200.712646484375,367.72991943359375,0.0,0.0,0.0,137.60405056637913,201.42752372352587,368.9304584887285,132.8516173365643,198.63383738259373,366.7310627329117,134.0913766520103,199.89428449620732,367.1248430602002,0.0,0.0,0.0,114459400,2196400,52860500
2021-01-25,0.0,140.62472534179688,200.67498779296875,369.18011474609375,0.0,0.0,0.0,142.75987367939632,201.34284469314682,369.54505393392907,134.3471823399822,198.0600246792716,363.4847361994536,140.77232537348837,199.6214816041254,368.4886032001458,0.0,0.0,0.0,157611700,2615300,70402000
2021-01-26,0.0,140.86087036132812,202.59388732910156,368.6039123535156,0.0,0.0,0.0,141.98256149103966,202.71616006866103,370.58239835531435,139.09960914910417,199.57444390923206,368.363804544462,141.2938064138018,199.8942562326109,370.1598062665772,0.0,0.0,0.0,98390600,2907800,42665300
2021-01-27,0.0,139.77854919433594,194.71139526367188,359.59503173828125,0.0,0.0,0.0,141.98258075425957,200.4962932948194,365.27118337328807,138.15505379102953,194.71139526367188,357.2900028316369,141.12654252936895,199.78141604448726,365.175134395921,0.0,0.0,0.0,140843800,5464000,123351100
2021-01-28,0.0,134.8883514404297,194.54208374023438,362.6875915527344,0.0,0.0,0.0,139.70966717938975,197.87192440323716,366.8174334513461,134.50461538281985,192.9524087337837,361.01645086139393,137.27933380994892,196.2446303224979,361.46782532902836,0.0,0.0,0.0,142621100,5401600,94198100
2021-01-29,0.0,129.8407440185547,195.5015106201172,355.4267578125,0.0,0.0,0.0,134.5439765612556,196.9688984407605,361.7656091770747,128.11884881946486,191.05231255307504,353.6979641803257,133.64858745443257,192.93358193399138,360.7667525880428,0.0,0.0,0.0,177523800,5203300,126765100
2021-02-01,0.0,131.98573303222656,195.58616638183594,361.3430480957031,0.0,0.0,0.0,133.20582424084392,197.24169264057022,362.4091126800346,128.82727849893377,194.33513486078758,355.7245196022395,131.60199696871769,196.1035183376904,358.9323563566704,0.0,0.0,0.0,106239800,2812500,75817600
2021-02-02,0.0,132.82208251953125,197.30755615234375,366.45245361328125,0.0,0.0,0.0,134.1208756738771,200.00718786594655,368.0563863553587,132.4481804686472,195.3228160931765,361.4294180047389,133.5501886012721,195.73669771354477,364.62764048920184,0.0,0.0,0.0,83305400,2786000,64450700
2021-02-03,0.0,131.78897094726562,196.31988525390625,366.7406005859375,0.0,0.0,0.0,133.5895835629912,197.5238965873025,368.5174038821172,131.46426883488186,195.58617694320026,365.4248147432081,133.57973455084326,195.98125616932936,367.3072513855786,0.0,0.0,0.0,89880900,3020700,52427100
