,Capital Gains,Close,Close,Close,Dividends,Dividends,Dividends,High,High,High,Low,Low,Low,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume
,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY,AAPL,MCD,SPY
Date,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,0.0,135.1835174560547,198.5021514892578,370.908935546875,0.0,0.0,0.0,135.19335145121678,199.51803874849483,370.95694538390643,132.42848242362257,196.28225289009853,366.8559146222461,134.11102644779447,197.53329883842892,367.8067321517329,0.0,0.0,0.0,84183100,2777500,47142600
2021-02-05,0.0,134.76473999023438,199.96014404296875,372.3687438964844,0.205,0.0,0.0,135.41511455508802,201.46515108513267,373.09868093192864,133.87787651901326,199.42397532684038,370.86088930330936,135.34614363612138,199.96954522374466,372.8393750793518,0.0,0.0,0.0,75693800,2600200,48669800
2021-02-08,0.0,134.9125518798828,199.01950073242188,375.0579833984375,0.0,0.0,0.0,134.96182541091767,200.34579916533315,375.1059932326455,132.9515796195917,197.4956770410455,372.98344856607764,134.04538584941508,199.91310086806917,373.86702882372924,0.0,0.0,0.0,71297200,2696200,38365200
2021-02-09,0.0,134.0256805419922,203.1582794189453,374.8082275390625,0.0,0.0,0.0,135.86840845452252,203.34640348921883,375.42291749673035,133.86802628495334,199.1982153514328,373.7709748730359,134.6267815657062,199.48040863331636,374.1935375813946,0.0,0.0,0.0,76774200,3047300,35551100
2021-02-10,0.0,133.4147186279297,201.6720733642578,374.64495849609375,0.0,0.0,0.0,134.99138134353515,204.40932377816654,376.75791868468684,132.43915688107967,201.11710233754607,372.1670591022271,134.48881239689877,204.00485774773318,376.60424618824084,0.0,0.0,0.0,73046600,3161600,59154400
2021-02-11,0.0,133.15850830078125,201.5498046875,375.25006103515625,0.0,0.0,0.0,134.40011995574235,202.04833993892075,376.1912941504528,131.81834959421113,199.79080800795347,372.7433497047722,133.91726346072855,201.80376572678827,375.7590883920944,0.0,0.0,0.0,64280000,2583600,42913300
2021-02-12,0.0,133.39501953125,201.20176696777344,377.10369873046875,0.0,0.0,0.0,133.55268882579105,201.95427763718087,377.353390897273,131.7395370470836,200.3458002548579,374.34723672470386,132.38991160993677,201.2958361838046,374.4240876298994,0.0,0.0,0.0,60145100,2781200,50593300
2021-02-16,0.0,131.246826171875,202.26467895507812,376.7771301269531,0.0,0.0,0.0,134.02567594763306,204.06129468178003,378.5731610060126,130.85265295236155,201.13592018252936,376.0376086897165,133.51327331652192,201.64385660664502,378.3714493603758,0.0,0.0,0.0,80576300,2892900,50972400
2021-02-17,0.0,128.93109130859375,200.7784881591797,376.8636169433594,0.0,0.0,0.0,130.29096245298538,202.13300452022318,377.1229228187102,127.58108389121142,200.00717511372008,373.9246704725436,129.3351131755752,201.25822107626863,374.9715662853369,0.0,0.0,0.0,97918500,3280000,52290600
2021-02-18,0.0,127.8176040649414,202.6409454345703,375.2596740722656,0.0,0.0,0.0,128.10336649736638,203.04542585683367,376.0280072968595,125.55115688121532,200.025981872874,372.39757858709083,127.31503508091761,200.62798756291312,374.1743821427523,0.0,0.0,0.0,96856700,2191000,59712800
2021-02-19,0.0,127.9752426147461,199.64031982421875,374.596923828125,0.0,0.0,0.0,128.80299877033292,202.92312583882972,376.85394267310977,126.92086131561956,199.38634442885086,374.1359063693526,128.33985468386066,202.50924426206632,376.55621139037027,0.0,0.0,0.0,87668800,3181600,83241000
2021-02-22,0.0,124.16171264648438,199.47097778320312,371.71563720703125,0.0,0.0,0.0,127.82744060370273,200.35517663383308,374.2031501702109,123.76754697573571,197.24167829810725,371.43710398890573,126.14238217330005,198.9442246857075,371.7444489668353,0.0,0.0,0.0,103916400,2910800,67414200
2021-02-23,0.0,124.02375793457031,198.77491760253906,372.16705322265625,0.0,0.0,0.0,124.86135530059543,202.89488753647657,373.5596900490503,116.66274078317495,197.93773900005687,365.15591787950643,121.95439752495389,201.76612884708197,369.4394324014023,0.0,0.0,0.0,158273000,3243000,107284100
2021-02-24,0.0,123.52120208740234,200.60914611816406,376.26812744140625,0.0,0.0,0.0,123.72813738590314,201.3898745622432,376.70994690457917,120.44672620329301,197.92833175419278,370.025324529099,123.1171877002585,198.3233965657247,371.0433792746109,0.0,0.0,0.0,111039900,2887100,72433900
2021-02-25,0.0,119.22481536865234,198.42691040039062,367.2016296386719,0.0,0.0,0.0,124.61501205531516,200.27996212527418,376.37376473106053,118.78138364687447,197.2887503173595,365.71297307631096,122.86098255233883,200.0730213187325,374.96192976448515,0.0,0.0,0.0,148199500,3131400,146670500
2021-02-26,0.0,119.49087524414062,195.0955047607422,365.3095703125,0.0,1.29,0.0,123.02849520934464,200.30082774202268,370.32302198040674,119.43174550386689,195.0955047607422,363.26387662728956,120.80146545052594,199.45851241906584,369.1417104496564,0.0,0.0,0.0,164560400,5334000,152701600
2021-03-01,0.0,125.92559051513672,197.09243774414062,374.16473388671875,0.0,0.0,0.0,126.06354736377068,199.1083218006133,375.45173734957376,120.99853872653954,196.24066347757181,365.511269633249,121.94453176778006,196.24066347757181,370.33262318875654,0.0,0.0,0.0,116307900,2827500,105348800
2021-03-02,0.0,123.2945556640625,197.48992919921875,371.2450866699219,0.0,0.0,0.0,126.84203170717815,198.65402452331207,374.635407655576,123.18615991535444,195.14280606247766,370.7264456117383,126.53655687977447,196.85582802459044,374.395299854014,0.0,0.0,0.0,102260900,3016600,79595300
2021-03-03,0.0,120.2791976928711,194.79263305664062,366.32769775390625,0.0,0.0,0.0,123.87594735608259,197.79278983508675,371.52360498786703,120.06240618994711,194.59387803138534,366.2220350759138,122.98907644325048,196.4015479820721,370.524777597957,0.0,0.0,0.0,112966300,3488600,119940200
2021-03-04,0.0,118.37734985351562,193.86514282226562,361.7944641113281,0.0,0.0,0.0,121.79672517930346,196.37317061250226,368.80560052224183,116.88938554735212,191.86819116734506,357.1651784453643,119.97371742431685,195.11442720525295,366.13560281586246,0.0,0.0,0.0,178155000,3926200,183433000
2021-03-05,0.0,119.64852905273438,196.2595672607422,368.4502258300781,0.0,0.0,0.0,120.16094667124328,197.07349093150364,369.5355177753433,115.85470051352692,192.0858563283991,357.89509632459857,119.2149535887092,194.7263679158511,365.4056460306177,0.0,0.0,0.0,153766600,3608100,152039600
2021-03-08,0.0,114.66236114501953,197.9063720703125,366.61578369140625,0.0,0.0,0.0,119.23466505476365,199.30707306147457,372.3399452001301,114.5145480731528,196.0419189431284,366.3276660673222,119.1656866236372,196.57191313214872,369.43945364756246,0.0,0.0,0.0,154376600,3157100,123149200
2021-03-09,0.0,119.32334899902344,197.37637329101562,371.85015869140625,0.0,0.0,0.0,120.27919834816758,199.88438660618016,374.4817307866853,117.0569094517548,197.12083522680282,370.0637414273596,117.29340585710345,199.34493340535116,370.5823824795066,0.0,0.0,0.0,129525800,3646700,113633600
2021-03-10,0.0,118.22953796386719,201.88133239746094,374.16473388671875,0.0,0.0,0.0,120.38758153382055,202.1841944561063,375.91272551773096,117.70726415936448,197.08297899101854,372.8105518327258,119.91458877249559,197.53725763772874,374.27039654860874,0.0,0.0,0.0,111943300,3447200,109899400
2021-03-11,0.0,120.18064880371094,200.2345733642578,377.95843505859375,0.0,0.0,0.0,121.4124117762622,203.69846801419234,379.9945442225953,119.49086454631606,200.15885784714746,376.23925524897624,120.75218862731502,203.19686534943725,376.70988640067736,0.0,0.0,0.0,103026500,3618000,86245000
2021-03-12,0.0,119.26422882080078,200.9633026123047,378.467529296875,0.0,0.0,0.0,119.40218568612515,202.76151360139107,378.6115881198049,117.42151604050304,200.09259585136869,375.7207100395608,118.64342292684113,200.6793730412639,376.5562805225895,0.0,0.0,0.0,88105100,2818200,64653600
2021-03-15,0.0,122.1810302734375,208.64825439453125,380.7244873046875,0.0,0.0,0.0,122.19088648224974,208.7334289306418,380.99340683423753,118.66311553592192,202.06114921809262,376.5177944917024,119.63867722005106,202.20310677827686,378.726774248004,0.0,0.0,0.0,92403800,5479700,73427200
2021-03-16,0.0,123.73799133300781,208.0803985595703,380.2443542480469,0.0,0.0,0.0,125.36392009787879,209.44324892390554,382.0883659049555,122.90039394446374,205.5250613470705,379.44717986643707,123.86609198647474,207.8154014822004,381.3584580578627,0.0,0.0,0.0,115227900,3583400,73722500
2021-03-17,0.0,122.93980407714844,212.1027069091797,381.5409240722656,0.0,0.0,0.0,124.02375401765855,212.85037418851797,382.36688087047787,120.55510518632447,208.22236961708447,377.7375952557428,122.24016359265475,212.52859406532218,378.9189362334555,0.0,0.0,0.0,111932600,5240600,97959300
2021-03-18,0.0,118.77151489257812,210.95753479003906,375.9895935058594,0.0,0.0,0.0,121.38285396902343,213.2762810868238,381.0222433038234,118.56457960973172,209.5473747392902,375.2884682215497,121.08722784033726,211.69574306336958,378.8708869279058,0.0,0.0,0.0,121229700,3254600,115349100
2021-03-19,0.0,118.23938751220703,210.5221710205078,375.29388427734375,0.0,0.0,1.278,119.65838084264502,213.11535878522903,377.30775616202936,117.93391270504834,209.15932064776726,373.04873397588005,118.15070418809687,210.82501863597363,375.6793090972689,0.0,0.0,0.0,185549500,7719400,113624500
2021-03-22,0.0,121.58979797363281,213.0112762451172,378.29058837890625,0.0,0.0,0.0,122.06279830984253,214.75268982962837,379.71669253858397,118.505465891749,210.72092154659248,375.7660220280671,118.57444432431237,211.4212792548508,375.8238342799162,0.0,0.0,0.0,111912300,4220700,73778600
2021-03-23,0.0,120.752197265625,212.3487548828125,375.31317138671875,0.0,0.0,0.0,122.42739202090011,214.26999088842092,379.12892736019677,120.35803158259405,211.7619777110279,374.50377038664953,121.5306724221377,211.96073273699935,377.63539505162214,0.0,0.0,0.0,95467100,2794000,90686600
2021-03-24,0.0,118.33793640136719,212.04592895507812,373.4052429199219,0.0,0.0,0.0,121.10694485639327,214.85680447064874,378.44475979179816,118.31823150047957,212.03645548923717,373.3570758459497,121.02811021667269,213.24788937490766,376.7585005183783,0.0,0.0,0.0,88530500,2442500,97588600
2021-03-25,0.0,118.83064270019531,212.18789672851562,375.5058898925781,0.0,0.0,0.0,119.8850391003292,213.24789962426698,376.32490664594394,117.26384369148572,210.5221985227058,369.9171268213106,117.79596623729797,213.0869951098263,371.92138302825833,0.0,0.0,0.0,98844700,3249600,116128600
2021-03-26,0.0,119.44158172607422,213.1437530517578,381.5571594238281,0.0,0.0,0.0,119.70764671756933,213.20999509724774,381.971490398605,117.18499123378221,210.50322698904753,376.07440497051664,118.59412826545508,212.1878573737396,376.6910788436214,0.0,0.0,0.0,94071200,3263100,114409100
2021-03-29,0.0,119.61896514892578,215.16912841796875,381.3644104003906,0.0,0.0,0.0,120.79160590418925,215.67073111135937,382.29908103751745,118.9685982090403,212.2825373438517,378.50258623566447,119.87517395219437,212.78414003724228,380.0346697613824,0.0,0.0,0.0,80819200,3621300,108107600
2021-03-30,0.0,118.15070343017578,212.92608642578125,380.3526916503906,0.0,0.0,0.0,118.64340860918563,214.8567960177194,381.04646814233183,117.12587575566519,212.20681067185313,378.7049541032609,118.35763870318979,214.01448074277081,380.05398518639123,0.0,0.0,0.0,85671900,2419000,76262200
2021-03-31,0.0,120.36788177490234,212.13108825683594,381.8943786621094,0.0,0.0,0.0,121.71788921033314,214.35518638080512,383.50356485026,119.38247137562863,211.9985897159138,380.91154091625197,119.87517657526548,212.00804873981613,380.9404470438939,0.0,0.0,0.0,118323800,3564100,112734200
2021-04-01,0.0,121.20549011230469,213.1437530517578,386.0184631347656,0.0,0.0,0.0,122.36827478971526,214.0996342885191,386.07630479262764,120.70292865799465,211.31715067028975,383.67697871741984,121.85586464353952,212.63267696937527,383.8889667761525,0.0,0.0,0.0,75089100,2441200,99682900
2021-04-05,0.0,124.06317901611328,216.58876037597656,391.55902099609375,0.0,0.0,0.0,124.3193878420131,217.20392912641051,392.1179119598872,121.27446559651973,214.07127346137617,388.6875811964251,122.06279697555681,214.45931009042354,388.76465439520985,0.0,0.0,0.0,88651200,2866300,91684800
2021-04-06,0.0,124.36865234375,219.4847869873047,391.3277893066406,0.0,0.0,0.0,125.27522815597123,219.82549957421594,392.406990573539,123.81682489597797,216.46569770575238,390.6340128627733,124.6544222772277,217.40266093007264,390.98091578772153,0.0,0.0,0.0,80171300,3230900,62021000
2021-04-07,0.0,126.03399658203125,220.14730834960938,391.7806701660156,0.0,0.0,0.0,126.05370148284295,220.33658993560363,392.1371888612012,123.31426166683123,218.85071432222637,390.68220795398537,123.99419727515249,219.26712803491,391.15435115506574,0.0,0.0,0.0,83466700,2551300,55836300
2021-04-08,0.0,128.4580841064453,217.91372680664062,393.640380859375,0.0,0.0,0.0,128.4876452118148,220.32710647385824,393.6981931144681,126.6449328083351,216.91998053881485,392.10829728734853,127.0686520094094,220.1472839326674,393.0718740802731,0.0,0.0,0.0,88844600,2772200,57863100
2021-04-09,0.0,131.05958557128906,219.07785034179688,396.502197265625,0.0,0.0,0.0,131.09899537208756,219.2008898734462,396.6756634335021,127.58108799924541,216.60768733134125,393.3898631059168,127.90627524146943,217.8569718153692,393.51513279148327,0.0,0.0,0.0,106686700,2728900,61104600
2021-04-12,0.0,129.3252410888672,218.585693359375,396.6467590332031,0.0,0.0,0.0,130.91175212492305,219.92961124690996,396.9261751264976,128.7241402606431,218.14087373813894,395.25920612032246,130.58656495199858,219.0778225410023,395.8855251448519,0.0,0.0,0.0,91420000,2292700,56704900
2021-04-13,0.0,132.4687042236328,218.92640686035156,397.8222961425781,0.0,0.0,0.0,132.6953594269071,219.2481869668849,398.4679055252377,130.005178384144,217.38373393600395,396.1456819516551,130.50774727854753,218.0935506399051,396.5407519610393,0.0,0.0,0.0,91266500,2570900,56551000
2021-04-14,0.0,130.10374450683594,217.9705047607422,396.4636535644531,0.0,0.0,0.0,133.03041483612432,218.89799451654716,398.8822111377384,129.73914744071155,217.28907958958746,395.90476259897287,132.97129261309559,218.83175246890406,397.79336473819063,0.0,0.0,0.0,87222800,2129200,61659900
2021-04-15,0.0,132.53770446777344,218.8885498046875,400.72265625,0.0,0.0,0.0,133.03040968884324,218.9642653221283,401.00210173974625,131.6902508860866,216.91998967500194,398.62206600328494,131.86763258448016,217.49730785938692,398.6702330781249,0.0,0.0,0.0,89347100,2063000,60229800
2021-04-16,0.0,132.20265197753906,220.5921173095703,402.06201171875,0.0,0.0,0.0,132.7052058271014,221.70888872159838,402.68833067457854,131.3354860854301,219.86336807555114,400.58774058628063,132.34060882072293,221.1315705255263,402.05236654209796,0.0,0.0,0.0,84922400,2694300,82037300
2021-04-19,0.0,132.8727264404297,219.39013671875,400.086669921875,0.0,0.0,0.0,133.49353976528556,220.80031105247053,401.56094108391574,131.39461093261548,218.46264696889898,398.71840748705387,131.56212888582755,220.6299475401468,401.09844309176304,0.0,0.0,0.0,94264200,2254800,78498500
2021-04-20,0.0,131.16798400878906,220.52584838867188,397.157470703125,0.0,0.0,0.0,133.55267546450253,220.7151443960685,399.9710985491918,129.88694743210465,218.69926033560833,395.63500286066494,133.05012155412396,218.85069136502253,398.8340849594255,0.0,0.0,0.0,94812300,1885700,81851800
2021-04-21,0.0,131.55227661132812,219.81605529785156,400.9153747558594,0.0,0.0,0.0,131.79862918925198,221.3303368721454,401.1273628114565,129.384376932832,219.42803310002498,396.3769072118522,130.42890945744216,220.80034265352037,396.5214672453264,0.0,0.0,0.0,68847100,2065500,66793000
