Date,Open,High,Low,Close,Volume
2001-12-31,19.10108071444437,19.220931089843805,18.60969623266689,19.137035369873047,32902800.0
2002-01-07,18.696593475355893,18.990225728547884,18.247156143188477,18.247156143188477,51434400.0
2002-01-14,18.24416371044869,18.53180339897819,18.022441879157476,18.21719741821289,49396200.0
2002-01-21,18.426929938792625,19.217939431337452,18.277117500265856,18.98123550415039,52035600.0
2002-01-28,18.95126604616082,19.277855936891353,17.69883445949806,18.38497543334961,94962800.0
2002-02-04,18.262136006831035,18.29209803656058,17.231425725249046,18.15726661682129,71469200.0
2002-02-11,18.142291177888843,18.831428360274383,17.97749767777164,18.21719741821289,64741000.0
2002-02-18,17.977488806924185,18.621682613030153,17.746777563411303,18.37299346923828,51026600.0
2002-02-25,18.41194924181357,19.433670044508972,18.41194924181357,19.415693283081055,66117000.0
2002-02-27,,,,,
2002-03-04,19.660979404797015,20.656127716211575,19.606533523367503,20.51698875427246,87574200.0
2002-03-11,20.302228212539017,20.976749671431396,20.19031105084377,20.925329208374023,63431600.0
2002-03-18,20.75594453462602,21.01304917579791,20.35062470210044,20.765018463134766,44814600.0
2002-03-25,20.91626301816177,21.055402014931612,20.513968477321225,20.574462890625,35814000.0
2002-04-01,20.28106495797279,21.082626418176517,20.22056822946689,20.846694946289062,46132000.0
2002-04-08,20.50791746241404,21.20058694895732,20.50791746241404,21.18848991394043,60595400.0
2002-04-15,21.18848393330201,21.763187550649256,20.734769093682804,21.663372039794922,69751000.0
2002-04-22,21.536328345347545,21.92954876350237,21.34576895928269,21.71176528930664,69148200.0
2002-04-29,21.627067795785297,22.383258977456112,21.5060767451755,22.286466598510742,56128800.0
2002-05-06,22.277398146039374,22.670616272475385,21.83880576830205,22.337892532348633,62289400.0
2002-05-13,22.33789034029491,23.290691831299707,22.33789034029491,23.26044464111328,58457000.0
2002-05-20,23.166680710370162,23.317919003999044,22.52543182232015,23.030567169189453,48979600.0
2002-05-27,23.030573470190063,23.233232285247603,22.84001399885872,22.930755615234375,33022000.0
2002-06-03,22.91865683953881,23.06384666013773,20.79527157881271,21.46677017211914,78469000.0
2002-06-05,,,,,
2002-06-10,21.65043036331693,22.077340723099727,20.888091266017035,21.680923461914062,64841600.0
2002-06-17,21.6809285872018,22.699415071727362,21.421733698142027,21.42478370666504,67598800.0
2002-06-24,21.345505141600302,21.93708131428251,20.37580924353716,21.45528221130371,78778600.0
2002-07-01,21.455282260951385,21.7175272251302,20.76917673695515,21.595552444458008,44021800.0
2002-07-08,21.59555004177033,22.16882842272951,20.522177209522777,20.921642303466797,70271200.0
2002-07-15,20.461181998457587,20.735624553430224,18.616321517160134,18.759641647338867,84489200.0
2002-07-22,18.637678635567116,19.043243870271034,16.805014707646144,18.79929542541504,124638200.0
2002-07-29,19.27194858437221,20.278236794140586,18.86943330046486,19.366477966308594,75006600.0
2002-08-05,19.36952218311766,21.159495005955105,18.84503223413614,20.98263168334961,67603000.0
2002-08-12,20.689886388206578,21.400387114116274,20.2782236662911,20.952131271362305,63141400.0
2002-08-19,20.95213403455183,21.525412377777773,20.76917305917972,21.162540435791016,46680800.0
2002-08-26,21.42173253741811,21.982813098558633,20.91858817622651,21.36989402770996,50357800.0
2002-09-02,20.94908450552472,21.211329429270943,19.973291063544632,21.128997802734375,48450200.0
2002-09-04,,,,,
2002-09-09,21.153396007559245,21.49184987418898,20.544177169660873,21.014938354492188,45291200.0
2002-09-16,20.92262899027319,21.538000431163574,19.162666293733757,19.414968490600586,78826600.0
2002-09-23,19.28574449561586,20.53494799253093,18.891907078704083,19.71650505065918,69899400.0
2002-09-30,19.713432446995284,20.421110845694784,17.501171593292383,17.845779418945312,89879600.0
2002-10-07,17.84885828286488,18.70730221306968,16.599654298226636,18.27654266357422,95711800.0
2002-10-14,18.27960813433287,21.522614652343677,18.061151560132753,21.328773498535156,98243200.0
2002-10-21,21.1995574248013,21.75339059571113,20.768796726900128,21.482627868652344,77461600.0
2002-10-28,21.784156372309045,21.90722881882596,21.116476377926915,21.618005752563477,65344000.0
2002-11-04,21.621084073406447,22.153381637294654,20.445724197103807,20.6487979888916,65260600.0
2002-11-11,20.63033771369532,21.236476881968578,20.38418808836256,21.16571044921875,51544600.0
2002-11-18,21.33800264558643,22.153370213202354,20.491866977721063,21.92875862121582,57642400.0
2002-11-25,21.92876658695934,22.153378260537284,21.36262582485803,21.5626220703125,33056400.0
2002-12-02,21.565699272959055,21.93800120294809,20.64571927401611,20.99648094177246,60718800.0
2002-12-04,,,,,
2002-12-09,21.148707987013786,21.754289166306336,21.05554329204815,21.19529151916504,43988800.0
2002-12-16,21.28846480312729,21.95615360479938,21.086604351054017,21.831933975219727,54789800.0
2002-12-23,21.67665896510723,22.01826771500915,21.397160035428286,21.481008529663086,22859000.0
2002-12-30,21.536917773919644,22.00274873818325,21.3133185319789,21.813310623168945,34445200.0
2003-01-06,21.63007267949561,22.499621899325412,21.431318436715223,22.29776382446289,49761000.0
2003-01-13,22.37540272104615,22.515150986329743,21.850566029521634,22.198387145996094,52987600.0
2003-01-20,22.126971648285583,22.325726011087983,21.602134650299202,21.620769500732422,47046400.0
2003-01-27,21.61454471294864,21.8412500368706,21.148713997715532,21.754295349121094,56273000.0
2003-02-03,21.754296394118636,21.887834633673656,20.999650504417048,21.099027633666992,58416400.0
2003-02-10,21.099036442417187,21.48101647990314,20.667366634892186,21.38785171508789,54456000.0
2003-02-17,21.38784420471855,21.89715232208138,21.38784420471855,21.850568771362305,38769000.0
2003-02-24,21.738775870000577,21.847469275482872,21.005868379693474,21.50275421142578,59284600.0
2003-03-03,21.56796243266297,21.819512644793477,20.841267611555836,21.425107955932617,57194400.0
2003-03-05,,,,,
2003-03-10,21.396533927174023,21.459233436161497,20.145660305760153,21.10184097290039,71928400.0
2003-03-17,21.101836648753164,22.101909637451172,20.904331083265415,22.101909637451172,67214400.0
2003-03-24,21.710032599307283,21.913809556945267,21.20529374391902,21.49998664855957,49360600.0
2003-03-31,21.00778692541332,22.007857499469953,20.948220731156884,21.945158004760742,58043200.0
2003-04-07,22.16460838274154,22.572162269337532,21.710031071550333,22.365249633789062,62454800.0
2003-04-14,22.42795156891629,22.86998850390924,22.148934753820498,22.84804344177246,50599200.0
2003-04-21,22.84804514362051,23.453104635411165,22.69129400473,22.753995895385742,53493600.0
2003-04-28,22.77593194224856,23.50952583374935,22.757120186583062,23.484447479248047,52347800.0
