Datetime,Open,High,Low,Close,Volume
2022-01-03 09:30:00-05:00,721.1300048828125,731.0598754882812,711.8300170898438,721.2750244140625,240660
2022-01-03 10:30:00-05:00,721.2650146484375,722.219970703125,716.1300048828125,718.1124877929688,114249
2022-01-03 11:30:00-05:00,718.22998046875,721.1749877929688,716.8300170898438,720.2000122070312,82818
2022-01-03 12:30:00-05:00,720.1799926757812,720.7999877929688,718.239990234375,718.8218994140625,80495
2022-01-03 13:30:00-05:00,718.3209838867188,723.260009765625,718.3209838867188,722.9749755859375,59261
2022-01-03 14:30:00-05:00,722.8200073242188,726.0,722.0700073242188,723.260009765625,121219
2022-01-03 15:30:00-05:00,723.3875122070312,726.280029296875,723.0,725.469970703125,156362
2022-01-04 09:30:00-05:00,726.72998046875,731.8491821289062,720.4349975585938,723.5499877929688,156737
2022-01-04 10:30:00-05:00,724.7191162109375,724.7191162109375,702.4500122070312,704.0150146484375,198631
2022-01-04 11:30:00-05:00,704.3099975585938,716.1749877929688,704.2349853515625,714.3300170898438,114317
2022-01-04 12:30:00-05:00,714.4423217773438,718.7999877929688,713.0,717.9099731445312,69575
2022-01-04 13:30:00-05:00,717.3300170898438,718.2100219726562,708.4400024414062,709.010009765625,168731
2022-01-04 14:30:00-05:00,708.7650146484375,711.739990234375,705.9000244140625,710.5,268471
2022-01-04 15:30:00-05:00,710.5,715.0900268554688,710.0499877929688,712.0,260296
2022-01-05 09:30:00-05:00,712.7899780273438,714.89990234375,704.9349975585938,712.1099853515625,161344
2022-01-05 10:30:00-05:00,712.3099975585938,712.4000244140625,701.9299926757812,704.2899780273438,111508
2022-01-05 11:30:00-05:00,704.4400024414062,713.2899780273438,703.6500244140625,712.47998046875,104302
2022-01-05 12:30:00-05:00,711.7000122070312,712.22998046875,706.5,708.9849853515625,89784
2022-01-05 13:30:00-05:00,708.6749877929688,712.25,702.3099975585938,703.280029296875,126995
2022-01-05 14:30:00-05:00,703.5499877929688,704.3499755859375,693.635009765625,697.0599975585938,173935
2022-01-05 15:30:00-05:00,696.3099975585938,699.0173950195312,690.6099853515625,690.6699829101562,342961
2022-01-06 09:30:00-05:00,693.5,701.60498046875,686.9600219726562,691.8699951171875,216393
2022-01-06 10:30:00-05:00,692.510009765625,700.010009765625,691.3699951171875,696.673583984375,200382
2022-01-06 11:30:00-05:00,697.1500244140625,702.9600219726562,693.7000122070312,702.9600219726562,90544
2022-01-06 12:30:00-05:00,702.75,704.260009765625,700.0499877929688,701.3699951171875,103622
2022-01-06 13:30:00-05:00,701.4000244140625,705.6900024414062,701.4000244140625,702.9500122070312,72478
2022-01-06 14:30:00-05:00,703.22998046875,705.5499877929688,700.5599975585938,702.3150024414062,89682
2022-01-06 15:30:00-05:00,701.8099975585938,702.1199951171875,697.969970703125,701.75,200478
2022-01-07 09:30:00-05:00,697.8800048828125,703.2150268554688,684.2000122070312,684.97998046875,227761
2022-01-07 10:30:00-05:00,684.4500122070312,685.4500122070312,671.875,676.4099731445312,262040
2022-01-07 11:30:00-05:00,676.0399780273438,681.7000122070312,674.4000244140625,678.219970703125,88952
2022-01-07 12:30:00-05:00,678.1500244140625,679.1300048828125,674.4600219726562,676.8900146484375,72749
2022-01-07 13:30:00-05:00,676.469970703125,679.3400268554688,673.8800048828125,674.9500122070312,76125
2022-01-07 14:30:00-05:00,674.6900024414062,678.6799926757812,673.9000244140625,674.9500122070312,147133
2022-01-07 15:30:00-05:00,675.0700073242188,675.0700073242188,668.3900146484375,669.0599975585938,425090
2022-01-10 09:30:00-05:00,661.0,667.8200073242188,652.4500122070312,655.9116821289062,245403
2022-01-10 10:30:00-05:00,655.9000244140625,656.469970703125,649.0,654.1699829101562,175320
2022-01-10 11:30:00-05:00,653.489990234375,653.489990234375,644.0,644.0,139772
2022-01-10 12:30:00-05:00,644.1900024414062,651.619873046875,643.2100219726562,651.619873046875,108898
2022-01-10 13:30:00-05:00,651.6799926757812,658.52001953125,650.489990234375,654.8900146484375,152337
2022-01-10 14:30:00-05:00,655.1099853515625,657.0599975585938,651.090087890625,654.8300170898438,208829
2022-01-10 15:30:00-05:00,654.4600219726562,664.8900146484375,653.969970703125,664.3400268554688,284620
2022-01-11 09:30:00-05:00,652.8200073242188,662.5050048828125,652.010009765625,656.1099853515625,178511
2022-01-11 10:30:00-05:00,658.1900024414062,666.25,652.010009765625,666.25,97721
2022-01-11 11:30:00-05:00,666.4199829101562,670.1099853515625,665.25,665.8400268554688,93264
2022-01-11 12:30:00-05:00,665.6500244140625,668.1950073242188,665.02001953125,667.3488159179688,53607
2022-01-11 13:30:00-05:00,667.780029296875,672.5900268554688,667.6599731445312,670.5800170898438,81907
2022-01-11 14:30:00-05:00,670.6699829101562,673.5,669.3599853515625,671.530029296875,90665
2022-01-11 15:30:00-05:00,672.25,673.5499877929688,668.4000244140625,673.260009765625,159361
2022-01-12 09:30:00-05:00,679.0800170898438,689.02001953125,677.8900146484375,687.3099975585938,170473
2022-01-12 10:30:00-05:00,686.5499877929688,686.6500244140625,674.3200073242188,678.77001953125,95580
2022-01-12 11:30:00-05:00,679.02001953125,681.1900024414062,677.8499755859375,678.8499755859375,50427
2022-01-12 12:30:00-05:00,679.7000122070312,685.14697265625,679.1699829101562,682.0999755859375,90260
2022-01-12 13:30:00-05:00,682.0599975585938,685.4110107421875,681.2000122070312,684.5999755859375,63428
2022-01-12 14:30:00-05:00,684.8599853515625,685.7449951171875,682.4450073242188,684.5800170898438,89913
2022-01-12 15:30:00-05:00,685.4199829101562,687.25,683.3599853515625,686.530029296875,174860
2022-01-13 09:30:00-05:00,705.0,730.655029296875,705.0,726.4400024414062,934111
2022-01-13 10:30:00-05:00,726.125,726.7407836914062,713.239990234375,721.2368774414062,388833
2022-01-13 11:30:00-05:00,721.1799926757812,726.280029296875,710.22998046875,711.4749755859375,235035
2022-01-13 12:30:00-05:00,711.3499755859375,715.9199829101562,705.510009765625,706.6900024414062,229672
2022-01-13 13:30:00-05:00,706.6500244140625,706.7349853515625,696.469970703125,696.469970703125,181520
2022-01-13 14:30:00-05:00,696.3099975585938,697.5700073242188,690.0399780273438,693.760009765625,237372
2022-01-13 15:30:00-05:00,693.7650146484375,695.2100219726562,683.3300170898438,686.77001953125,314959
2022-01-14 09:30:00-05:00,684.989990234375,703.0599975585938,684.989990234375,699.4600219726562,312774
2022-01-14 10:30:00-05:00,699.4600219726562,708.7257080078125,697.326171875,707.4500122070312,176078
2022-01-14 11:30:00-05:00,707.469970703125,719.39501953125,707.1400146484375,715.7000122070312,247505
2022-01-14 12:30:00-05:00,716.0650024414062,717.364990234375,713.7000122070312,716.2999877929688,115468
2022-01-14 13:30:00-05:00,715.9199829101562,724.02001953125,715.469970703125,722.2899780273438,226469
2022-01-14 14:30:00-05:00,722.6099243164062,730.3200073242188,722.0850219726562,727.0789794921875,338178
2022-01-14 15:30:00-05:00,727.1900024414062,730.75,726.6799926757812,729.97998046875,348841
2022-01-18 09:30:00-05:00,714.4849853515625,714.9899291992188,702.4000244140625,705.530029296875,328376
2022-01-18 10:30:00-05:00,705.1099853515625,705.1099853515625,694.030029296875,694.47998046875,213825
2022-01-18 11:30:00-05:00,694.6300048828125,701.4400024414062,693.47998046875,696.0800170898438,160633
2022-01-18 12:30:00-05:00,696.1300048828125,696.5,689.2000122070312,691.719970703125,139248
2022-01-18 13:30:00-05:00,691.3300170898438,693.7000122070312,688.385009765625,689.010009765625,120407
2022-01-18 14:30:00-05:00,689.3599853515625,693.919921875,682.1199951171875,682.5,198992
