,Close,Close,Close,Dividends,Dividends,Dividends,High,High,High,Low,Low,Low,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume
,AAPL,IBM,MCD,AAPL,IBM,MCD,AAPL,IBM,MCD,AAPL,IBM,MCD,AAPL,IBM,MCD,AAPL,IBM,MCD,AAPL,IBM,MCD
Date,,,,,,,,,,,,,,,,,,,,,
2021-01-14,126.83972930908203,107.76144409179688,196.1223602294922,0.0,0.0,0.0,128.89616063500046,108.75575157425165,200.04480571172826,126.69212927721298,106.57495779585577,195.65204281886992,128.6993756062437,106.96767044358756,199.50865132715197,0.0,0.0,0.0,90221800,7848347,3666700
2021-01-15,125.09814453125,107.27682495117188,197.44862365722656,0.0,0.0,0.0,128.12868186070955,107.9870417154049,198.19171871855798,124.96039351689885,106.675223455527,195.10643820180834,126.71180570524953,107.1849130558917,195.6237901320749,0.0,0.0,0.0,111598500,5131153,3593700
2021-01-19,125.77706909179688,107.80322265625,196.67730712890625,0.0,0.0,0.0,126.6429412138431,108.27949219487532,198.4739228611241,124.90136297335832,107.0261590246139,195.53914717289774,125.72786908236517,108.02046653898755,198.1729128659488,0.0,0.0,0.0,90757300,5646308,3331600
2021-01-20,129.90960693359375,108.68891143798828,200.9477996826172,0.0,0.0,0.0,130.36222597424978,109.50775014869951,201.68149361545596,126.4854996755842,107.41886826609434,197.18526080531205,126.59373368441058,108.3714006450148,197.67438052524005,0.0,0.0,0.0,104319500,5856240,4077700
2021-01-21,134.67189025878906,110.000732421875,200.85372924804688,0.0,0.0,0.0,137.42692581926926,110.49371199900175,203.13947906564167,131.44456760654356,108.66384905097617,200.65620399583977,131.65120165441735,108.72233419774588,201.35226449802232,0.0,0.0,0.0,120150900,13116003,2674900
2021-01-22,136.83656311035156,99.1051025390625,200.71263122558594,0.0,0.0,0.0,137.60403522200843,100.85140856703742,201.42750841038966,132.85160252214237,98.06065826337795,198.6338222818421,134.09136169934152,100.85140856703742,199.89426929963267,0.0,0.0,0.0,114459400,39814421,2196400
2021-01-25,140.62472534179688,99.08003997802734,200.67501831054688,0.0,0.0,0.0,142.75987367939632,99.88216866775358,201.34287531228904,134.3471823399822,98.13586259569347,198.0600547991801,140.77232537348837,99.23043702359678,199.6215119614919,0.0,0.0,0.0,157611700,14315974,2615300
2021-01-26,140.86087036132812,102.3470458984375,202.5939483642578,0.0,0.0,0.0,141.98256149103966,102.43060277022711,202.71622114065423,139.09960914910417,98.94633922831386,199.57450403472515,141.2938064138018,99.58136078509402,199.89431645445336,0.0,0.0,0.0,98390600,11186656,2907800
2021-01-27,139.7785186767578,102.33033752441406,194.71139526367188,0.0,0.0,0.0,141.98254975547954,104.26882230783873,200.4962932948194,138.155023627906,101.62011410465398,194.71139526367188,141.1265117174861,102.0044717203387,199.78141604448726,0.0,0.0,0.0,140843800,12705239,5464000
2021-01-28,134.88833618164062,100.33336639404297,194.5420684814453,0.0,0.0,0.0,139.70965137520562,102.94029963664582,197.87190888327407,134.5046001674396,100.32501137307418,192.95239359967982,137.27931828068807,102.60607879385336,196.24461493017063,0.0,0.0,0.0,142621100,8455969,5401600
2021-01-29,129.84072875976562,99.52288055419922,195.5015411376953,0.0,0.0,0.0,134.54396074974608,101.35274346343691,196.9689291873963,128.11883376303166,99.34741178158244,191.05234237613809,133.64857174814853,100.45034120599637,192.93361205071855,0.0,0.0,0.0,177523800,12369473,5203300
2021-02-01,131.98573303222656,100.71772766113281,195.586181640625,0.0,0.0,0.0,133.20582424084392,101.06030353724255,197.2417080285163,128.82727849893377,99.20537545907693,194.33515002197657,131.60199696871769,100.1829729597864,196.10353363684104,0.0,0.0,0.0,106239800,6538023,2812500
2021-02-02,132.8220977783203,99.79861450195312,197.30752563476562,0.0,0.0,0.0,134.12089108187334,101.10208449370126,200.00715693081614,132.44819568448185,99.66492749470147,195.3227858825783,133.55020394370703,99.73177433233417,195.73666743893148,0.0,0.0,0.0,83305400,6633627,2786000
2021-02-03,131.78895568847656,99.5312271118164,196.3198699951172,0.0,0.0,0.0,133.58956809572362,100.0994018172913,197.52388123493273,131.46425361368745,98.6956717597568,195.58616174143805,133.579719084716,99.46438028316702,195.98124093685996,0.0,0.0,0.0,89880900,7024308,3020700
2021-02-04,135.1835174560547,101.11878967285156,198.5021514892578,0.0,0.0,0.0,135.19335145121678,101.18562983925588,199.51803874849483,132.42848242362257,99.32234684450766,196.28225289009853,134.11102644779447,100.19132235187102,197.53329883842892,0.0,0.0,0.0,84183100,4771957,2777500
