,Close,Close,Dividends,Dividends,High,High,Low,Low,Open,Open,Stock Splits,Stock Splits,Volume,Volume
,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM
Date,,,,,,,,,,,,,,
2021-07-06,140.18572998046875,118.82070922851562,0.0,0.0,141.30112510473717,120.22483914872578,138.26091842276324,117.38232057163886,138.26091842276324,119.85668413295595,0.0,0.0,108181800,8466010
2021-07-07,142.70278930664062,119.71114349365234,0.0,0.0,143.0186484612328,120.14780234578103,140.81745461507043,118.80359438097719,141.68607858648258,118.80359438097719,0.0,0.0,104911600,4246446
2021-07-08,141.3899383544922,120.49883270263672,0.0,0.0,142.19933952131782,120.98684549131772,138.85312487217755,117.86179809569983,139.75137505895339,117.96453331482236,0.0,0.0,105575500,5739820
2021-07-09,143.2357940673828,121.1666488647461,0.0,0.0,143.76881292759205,121.56049452296631,140.80756022002714,120.58444164541045,140.9062746682967,121.10671315616713,0.0,0.0,99890800,4083689
2021-07-12,142.6336669921875,120.6529312133789,0.0,0.0,144.4301674669692,121.54335774150478,142.1401248918685,119.96798878137685,144.32158760243064,121.0895900421041,0.0,0.0,76299700,3496360
2021-07-13,143.75894165039062,120.10496520996094,0.0,0.0,145.55544211607412,120.65291360952133,141.77490783937174,119.54844871108078,142.16973549294352,120.65291360952133,0.0,0.0,100827100,3309858
2021-07-14,147.2235870361328,119.71114349365234,0.0,0.0,147.6381756111569,120.50738928434629,145.77257220867253,118.94914277660912,146.18716078369664,120.4817123117247,0.0,0.0,127050800,4606061
2021-07-15,146.56227111816406,120.25053405761719,0.0,0.0,148.06264345579518,120.25910215839627,145.19022455794214,118.83783598673688,147.31246481783512,119.2830492616697,0.0,0.0,106820300,3807126
2021-07-16,144.49925231933594,118.92343139648438,0.0,0.0,147.82572118185197,120.72142043664235,143.99584481040762,118.65802528936634,146.5425237988924,120.72142043664235,0.0,0.0,93251400,4298328
2021-07-19,140.6101531982422,118.08439636230469,0.0,0.0,142.20923997977135,118.57240911638061,139.84022866190662,116.6203171043819,141.89336577937172,116.8258011932887,0.0,0.0,121434600,8977086
2021-07-20,144.26235961914062,119.83956146240234,0.0,0.0,145.20010172230067,124.07765551968832,141.11357345877227,118.75221895203356,141.60711559234676,122.43379643605361,0.0,0.0,96350000,14237838
2021-07-21,143.5220489501953,120.978271484375,0.0,0.0,144.24263132235524,121.0553297188671,142.76200489551672,119.56557362596756,143.65037472693547,119.8395478312047,0.0,0.0,74993500,5024984
2021-07-22,144.90396118164062,120.4731216430664,0.0,0.0,146.2858730141573,121.41491565297068,143.92674241754784,120.21626997356799,144.05506818117775,121.28648981822148,0.0,0.0,77338200,3466653
2021-07-23,146.64122009277344,121.01252746582031,0.0,0.0,146.799157172853,121.32074676635615,145.02240267623037,120.14779160512833,145.6442705154755,120.6871856299898,0.0,0.0,71447400,4680013
