,Close,Close,Dividends,Dividends,High,High,Low,Low,Open,Open,Stock Splits,Stock Splits,Volume,Volume
,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM
Date,,,,,,,,,,,,,,
2021-07-26,147.065673828125,122.23686218261719,0.0,0.0,147.89482090437443,122.43379183358964,145.79232683229796,120.83273231677015,146.3549720308515,121.05533893770841,0.0,0.0,72434100,4441630
2021-07-27,144.87435913085938,122.21973419189453,0.0,0.0,147.28284710310365,122.98173479610976,143.67011514473722,121.23512697667782,147.19399807398523,122.03137264947314,0.0,0.0,104818600,3281302
2021-07-28,143.10748291015625,121.38069152832031,0.0,0.0,145.07178616230482,122.51941536914693,140.69899471885776,121.26938820798512,142.93968038033125,122.44235712195598,0.0,0.0,118931200,2660815
2021-07-29,143.75894165039062,121.51768493652344,0.0,0.0,144.65719188323237,122.39954339431416,142.71263481288685,121.23514258651211,142.8212146768755,121.86014933164986,0.0,0.0,56699500,2793761
2021-07-30,143.97610473632812,120.68717956542969,0.0,0.0,144.44003552403547,121.4491801760629,142.2487073536718,120.54161752489195,142.51522430998895,121.16663786005105,0.0,0.0,70440600,3698238
2021-08-02,143.6405029296875,121.08101654052734,0.0,0.0,145.05202616432405,122.4851600789449,143.37398596740897,120.74710660737472,144.4696500770982,121.10670717585892,0.0,0.0,62880000,3064257
2021-08-03,145.4567413330078,123.34989166259766,0.0,0.0,146.12795141946125,123.88928566403852,143.30488975232572,121.27794199482133,143.92675767373066,121.491980509327,0.0,0.0,64786600,4272596
2021-08-04,145.05206298828125,122.22830963134766,0.0,0.0,145.88121034618524,123.44407796510119,144.39071818649728,121.98001237138564,145.36793725512888,123.11873612882293,0.0,0.0,56368300,2960285
2021-08-05,145.16061401367188,122.23686218261719,0.0,0.0,145.9305385588395,122.7848243000514,144.2821095935852,121.76595830554336,145.0816454626661,122.45946880355545,0.0,0.0,46397700,2884240
2021-08-06,144.4686279296875,123.36700439453125,0.22,0.0,145.4275354569242,123.62385605762132,143.96446611935508,122.33959774217092,144.67623284234062,122.43377850733462,0.0,0.0,54126800,4002833
2021-08-09,144.41917419433594,122.3277587890625,0.0,1.567878,145.02219826589015,123.41031364501646,143.8557010924797,122.08526970816156,144.52791673459245,123.15049108025018,0.0,0.0,48908700,5129689
2021-08-10,143.93479919433594,122.44037628173828,0.0,0.0,146.02066802276826,122.81276983345168,143.63822723552883,121.53969836222362,144.76518861157476,122.29315220990355,0.0,0.0,69023100,5543695
2021-08-11,144.1918182373047,123.08990478515625,0.0,0.0,145.0419831294813,123.64416170751014,143.86559059544055,122.54430078398032,144.37964764482732,122.78678991532986,0.0,0.0,48493500,4455960
2021-08-12,147.18716430664062,123.90396118164062,0.0,0.0,147.3453380281874,123.97325365863986,144.17204373336426,123.04658945396622,144.5180468637133,123.20248024901856,0.0,0.0,72282600,2184780
2021-08-13,147.394775390625,123.9992446899414,0.0,0.0,147.73088324981737,124.34566565880382,146.57426614545986,123.35837557333711,147.2662573509374,123.53158605776832,0.0,0.0,59375000,1997965
2021-08-16,149.39166259765625,124.35428619384766,0.0,0.0,149.46086926055312,124.48419056769913,144.79484985473587,123.17648008706857,146.84116778889603,124.04251846111518,0.0,0.0,103296000,2913319
2021-08-17,148.4722900390625,123.34103393554688,0.0,0.0,149.94523936083777,123.98190293798868,147.3848646273103,122.18921413776252,148.51182592481922,123.84334563317294,0.0,0.0,92229700,3215195
2021-08-18,144.68609619140625,120.78622436523438,0.0,0.0,148.9962319188811,122.90801440418139,144.47849130293457,120.71694571300053,148.08675567528422,122.69151170467241,0.0,0.0,86326000,3672192
2021-08-19,145.022216796875,119.53048706054688,0.0,0.0,146.30735195931905,120.76891914135429,142.84738079811893,118.82899224386094,143.37131808150136,120.11073039877037,0.0,0.0,86960300,4351465
2021-08-20,146.4951629638672,120.47447204589844,0.0,0.0,146.80161510042444,120.70829443842918,145.1012854224856,118.88096608242465,145.7537406653802,119.28799895029252,0.0,0.0,60549600,2780059
2021-08-23,147.99777221679688,120.91613006591797,0.0,0.0,148.47227822951209,121.37513569835548,146.1985803303291,120.20598240512024,146.61377497698916,120.91613006591795,0.0,0.0,60131800,3179422
2021-08-24,147.90879821777344,121.10665893554688,0.0,0.0,149.13462182599963,121.44441309921636,147.44417237909033,120.65632005065424,147.7407443099503,121.0546999463415,0.0,0.0,48606400,2474418
2021-08-25,146.66322326660156,121.12398529052734,0.0,0.0,148.60081359483917,121.93806478994695,146.1096303397554,120.77757818746333,148.09663675595888,121.17594428260338,0.0,0.0,58991300,2105389
2021-08-26,145.85260009765625,120.18867492675781,0.0,0.0,147.4145316803117,121.93807167251589,145.82294440998302,120.12804918796864,146.65334891766327,121.21925719594209,0.0,0.0,48597200,2613640
2021-08-27,146.9004669189453,120.7342758178711,0.0,0.0,147.04874533431226,120.89016662143597,145.15070619624444,119.85958437882303,145.79326610853346,120.12804609072555,0.0,0.0,55802400,2572637
2021-08-30,151.36880493164062,120.35321807861328,0.0,0.0,151.73458360333544,121.14131121142081,146.91038995960807,120.22331368043518,147.29592903626474,120.812223755385,0.0,0.0,90956700,2087293
2021-08-31,150.0935516357422,121.53968048095703,0.0,0.0,151.05245914117936,122.05929802805753,149.55971906350024,120.33588785062518,150.91406089731612,120.84685247730418,0.0,0.0,86453100,4429915
2021-09-01,150.76576232910156,120.63900756835938,0.0,0.0,153.20751454473375,121.30586301513539,150.5977084017608,120.54374250453424,151.08210978123248,121.22791761540961,0.0,0.0,80313700,2588327
2021-09-02,151.89271545410156,121.25389099121094,0.0,0.0,152.95048521972134,121.28853031963564,150.65701156956032,120.40517215457676,152.1102005445229,121.00274894885321,0.0,0.0,71115500,2840413
2021-09-03,152.5352783203125,120.8814926147461,0.0,0.0,152.8615059298431,121.65226602014422,151.3391104187003,120.63900350296927,152.001445837708,120.96810475488141,0.0,0.0,57808700,2009575
2021-09-07,154.89796447753906,119.56511688232422,0.0,0.0,155.46143763682005,121.06335764347936,152.62426618499714,119.30530810348952,153.19763462984872,120.94211999721638,0.0,0.0,82278300,3436110
2021-09-08,153.3360137939453,120.09339904785156,0.0,0.0,155.24393322139233,120.45713962528684,152.2189327313681,119.16673485209775,155.18462185245457,119.63439341019648,0.0,0.0,74420200,3122728
2021-09-09,152.30792236328125,119.2879867553711,0.0,0.0,154.3245844277679,120.34455534209968,152.18928453529333,119.13209596124872,153.7116801395537,119.38325181593957,0.0,0.0,57305700,3669682
2021-09-10,147.2662353515625,118.66443634033203,0.0,0.0,153.70177522754557,120.69962809852922,146.9993191106527,118.6471166769796,153.22726919814178,120.22330279994614,0.0,0.0,140893200,4157955
2021-09-13,147.83963012695312,119.64305877685547,0.0,0.0,149.6882384908629,120.37052610080083,147.04877654715497,119.08878808535677,148.90728019703906,119.85957530124848,0.0,0.0,102404300,4334729
2021-09-14,146.4259490966797,117.97161102294922,0.0,0.0,149.34222206117437,120.00680282745614,145.22979629456466,117.20949052787464,148.63045548294292,119.85957877433223,0.0,0.0,109296300,4659198
2021-09-15,147.3255615234375,118.82032012939453,0.0,0.0,147.73087602549546,119.3399376444524,144.69597998693743,117.49527611441896,146.8609356472786,117.97160138492582,0.0,0.0,83281300,3403579
2021-09-16,147.0883026123047,118.15348052978516,0.0,0.0,147.26625182090353,119.46985797811598,145.53626633003435,117.52993113490881,146.7423145646967,118.88961465612981,0.0,0.0,68034100,2765624
2021-09-17,144.3895263671875,117.11424255371094,0.0,0.0,147.11797022237474,117.71180552601837,144.09295441541377,116.95835175308909,147.11797022237474,117.56458146878984,0.0,0.0,129868800,5890340
2021-09-20,141.30523681640625,116.31748962402344,0.0,0.0,143.18350100352563,117.07094344174568,139.65433795873682,114.99245229635713,142.15540183552184,115.96241575237566,0.0,0.0,123478900,4990152
2021-09-21,141.7896270751953,115.156982421875,0.0,0.0,142.94625941196486,117.47796242922615,141.1470669630157,115.13100292705587,142.28390872588085,117.01030387736901,0.0,0.0,75834000,4261927
2021-09-22,144.18194580078125,116.59459686279297,0.0,0.0,144.7552991708746,117.23546582837174,142.05652591374468,115.5899942591605,142.79794829855993,115.80650385803771,0.0,0.0,76404300,3767901
2021-09-23,145.15072631835938,118.41327667236328,0.0,0.0,145.39786710108132,119.0108534177147,143.97433377911878,116.94102239950696,144.97277711097593,117.13155251280091,0.0,0.0,64838200,3151807
2021-09-24,145.23968505859375,119.07146453857422,0.0,0.0,145.78339776628593,119.92885004272547,143.89523867424367,118.43060937431025,143.9941010153788,118.67309847438321,0.0,0.0,53477900,3100762
2021-09-27,143.70741271972656,119.99813079833984,0.0,0.0,144.29067641155734,120.43981676081196,142.1751519853492,119.06281370700111,143.80627506323032,119.47851326371972,0.0,0.0,74150700,3459017
2021-09-28,140.2869873046875,119.05415344238281,0.0,0.0,143.09450277165666,120.97676054118307,140.06950222499376,118.82898398878767,141.61165818334933,120.52642163399277,0.0,0.0,108972300,4513072
2021-09-29,141.1964874267578,120.53508758544922,0.0,0.0,142.79795502644274,121.18460953480049,140.40563382883866,118.16214159504638,140.84060406190807,119.27932211244193,0.0,0.0,74602000,3947499
2021-09-30,139.88168334960938,120.31856536865234,0.0,0.0,142.7287500002306,121.73886066948549,139.66419825356044,119.94617188045022,142.0169833375753,121.24522954032642,0.0,0.0,89056700,6090230
2021-10-01,141.01852416992188,124.12047576904297,0.0,0.0,141.2854404380687,124.68339938397446,137.5190173340216,121.56566646703747,140.27710182395117,122.11127041862927,0.0,0.0,94639600,6907889
2021-10-04,137.54869079589844,124.80464935302734,0.0,0.0,140.5835872313768,126.44146136945388,136.68864559040114,123.28042207070595,140.13872169888546,123.61817627302136,0.0,0.0,98322000,7689251
2021-10-05,139.4961395263672,123.97325897216797,0.0,0.0,140.61322065539048,125.57541777143831,137.76615410283065,123.53157297477445,137.8946721326902,125.3589150557478,0.0,0.0,80861100,7297524
2021-10-06,140.37596130371094,123.28909301757812,0.0,0.0,140.52423973616644,124.16378451138426,136.78747239552806,122.01602156892076,137.8748978477883,123.39301101142192,0.0,0.0,83221100,5573506
2021-10-07,141.65118408203125,122.81275177001953,0.0,0.0,142.570555505788,124.18975485696127,141.08771102202314,122.57026265985871,141.42381881811738,123.60951157665973,0.0,0.0,61732700,3999695
2021-10-08,141.26564025878906,124.03387451171875,0.0,0.0,142.5309996346532,124.40628186258618,140.92953247426001,122.15457338275331,142.3827212250885,122.81276211507664,0.0,0.0,58773200,3902940
2021-10-11,141.17669677734375,123.34970092773438,0.0,0.0,143.15382301767465,124.77866298315162,140.1881336571783,123.32371452175073,140.6428793295359,124.27636510706647,0.0,0.0,64452200,2921792
2021-10-12,139.8915557861328,121.65226745605469,0.0,0.0,141.6116609727907,123.23712035562525,139.42692993256907,121.50504340315494,141.59188548762668,123.15917495760613,0.0,0.0,73035900,3293436
2021-10-13,139.29843139648438,121.90342712402344,0.0,0.0,139.78281766626054,122.46635076891525,137.60798184195636,120.9507764768548,139.6246590327714,121.69557733032822,0.0,0.0,78762700,3013003
2021-10-14,142.11582946777344,124.18109893798828,0.0,0.0,142.2344673001214,124.64009074084805,139.8915624357704,122.119920817557,140.48470634468168,122.14590722330827,0.0,0.0,69907100,4410668
2021-10-15,143.18348693847656,125.23765563964844,0.0,0.0,143.24279831561307,125.44550542125849,141.86869610293473,123.66146952559684,142.12573218289563,124.1811008909002,0.0,0.0,67940300,3371049
2021-10-18,144.8739471435547,123.25444030761719,0.0,0.0,145.16062384865415,125.52345448583284,141.5227183331455,122.76946207720486,141.80939503824493,124.70937499885416,0.0,0.0,85589200,6437189
2021-10-19,147.0586395263672,122.96000671386719,0.0,0.0,147.46395401263428,123.79139214017651,144.87392354929213,121.69558817476057,145.32865412253392,122.18056646241396,0.0,0.0,76378900,4539117
2021-10-20,147.5529327392578,122.89070129394531,0.0,0.0,148.0373341209783,123.15051007623222,146.4259713332939,121.8514523422406,146.99933977973544,122.70017116758636,0.0,0.0,58418800,6474008
2021-10-21,147.7703857421875,111.1385726928711,0.0,0.0,147.928559434627,115.80651224197307,146.17879878716477,110.93938274167904,147.10805037490485,115.6246488654189,0.0,0.0,61421000,32913959
2021-10-22,146.9894561767578,110.74884796142578,0.0,0.0,148.46240560619754,112.80135929744895,146.9400250027422,109.64898718287259,147.97801931996364,110.89607891634296,0.0,0.0,58883400,12114981
2021-10-25,146.94000244140625,110.541015625,0.0,0.0,147.66164920154662,111.41571396137007,145.93166396656034,109.93478590752748,146.97953832398244,110.44575056018125,0.0,0.0,50720600,6667204
2021-10-26,147.61224365234375,110.09932708740234,0.0,0.0,149.11484864584503,111.11258956229054,147.30577643234489,109.77889259189921,147.62212385262424,110.43708124569841,0.0,0.0,60893400,8912861
2021-10-27,147.1476287841797,108.40189361572266,0.0,0.0,148.01755408629677,110.74885314895695,146.79174545195295,108.26332939690843,147.65179055305242,110.36779981939823,0.0,0.0,56094900,7294176
2021-10-28,150.8250732421875,108.98213958740234,0.0,0.0,151.41820202737674,109.38917933344923,148.00766248864426,107.92557788985722,148.10652482831338,108.40189629138207,0.0,0.0,100077900,6802138
2021-10-29,148.08676147460938,108.3412857055664,0.0,0.0,148.22515971091846,109.39784748344717,144.7355330314398,108.1767350637377,145.53626676181926,108.62707400369983,0.0,0.0,124953200,6188973
2021-11-01,147.25634765625,109.36319732666016,0.0,0.0,147.98787460512204,109.38917682186789,146.10961098297486,107.25006706880903,147.2860033388111,108.29796891035951,0.0,0.0,74588300,6177153
2021-11-02,148.3042449951172,109.27660369873047,0.0,0.0,149.8365208635646,110.13398242183109,146.94990324962785,108.17673583872518,146.95979853486526,109.38052860187234,0.0,0.0,69122000,4722062
2021-11-03,149.75743103027344,110.09932708740234,0.0,0.0,150.23193709968538,110.23789130102375,148.1065324459586,108.84356859957916,148.67000557508356,109.31989388277466,0.0,0.0,54511500,5670784
2021-11-04,149.23350524902344,109.47500610351562,0.0,0.0,150.6866792554283,111.7306332013702,148.91715778893726,108.61442751005039,149.846409597594,111.4679355003341,0.0,1.046,60394600,7208700
2021-11-05,149.76808166503906,111.9752197265625,0.22,0.0,150.67888522142528,112.12015614619004,148.56027333658793,110.0004117662785,150.37198582926462,110.0004117662785,0.0,0.0,65463900,6790500
2021-11-08,148.93650817871094,112.81768798828125,0.0,0.0,150.05521981617275,113.03509608137232,148.65930770140423,111.90275218424159,149.89681522734236,112.31945390903226,0.0,0.0,55020900,5625300
2021-11-09,149.3027801513672,110.93585968017578,0.0,1.64,149.91657894571037,112.81768718340439,148.56027576222667,110.39426471303916,148.69887597728126,112.5055760300598,0.0,0.0,56787900,7236600
2021-11-10,146.44168090820312,110.3575439453125,0.0,0.0,148.62960074327157,112.38624190411596,146.37238834574612,110.09133376019749,148.52069948258867,111.07355416565444,0.0,0.0,65187100,6270300
2021-11-11,146.3921661376953,110.40342712402344,0.0,0.0,147.9365729092724,111.79873506122142,146.20406260156636,110.22901888450107,147.47128403870482,110.98174840205417,0.0,0.0,41000000,4643300
2021-11-12,148.490966796875,109.20089721679688,0.0,0.0,148.89685767063267,110.74307561341418,146.00604271448844,109.03566356703419,146.9465451488656,110.15557974836979,0.0,0.0,63804000,5418300
2021-11-15,148.50086975097656,109.11829376220703,0.0,0.0,150.36208548586814,110.30246719201774,147.93655919490382,108.60422958117444,148.8671670623496,109.733327457251,0.0,0.0,59222800,5046300
2021-11-16,149.4908905029297,108.74192810058594,0.0,0.0,149.97599883090598,110.06379745022525,147.84747708778494,108.70520872937328,148.44148666872366,109.16419036427538,0.0,0.0,59256200,4750800
2021-11-17,151.9560089111328,108.3747329711914,0.0,0.0,153.45091236103033,109.54055015522037,149.48099419563232,108.11770439617811,149.49088881622956,108.66848091456423,0.0,0.0,88807000,4043300
2021-11-18,156.29222106933594,107.089599609375,0.0,0.0,157.0842287825728,108.65013438401554,151.52040065543537,106.7683068585631,152.17380815182756,108.65013438401554,0.0,0.0,137827700,5046900
2021-11-19,158.9454345703125,106.52963256835938,0.0,0.0,159.41073850586676,106.99778875962534,154.96560701556103,105.81361538668122,156.0744086800531,106.93353161552,0.0,0.0,117305600,5380200
2021-11-22,159.41073608398438,106.91517639160156,0.0,0.0,164.04395591704045,109.0632069453851,159.3909317384794,105.7401846011384,160.0641284227534,106.48373256152448,0.0,0.0,117467900,6416200
2021-11-23,159.796875,107.20893096923828,0.0,0.0,160.1829767427903,108.26459012872098,157.47035481505017,106.52045851785877,159.50976479523956,107.20893096923828,0.0,0.0,96041900,4912800
2021-11-24,160.3215789794922,107.15385437011719,0.0,0.0,160.51957716431295,107.6495483671968,158.04456208832053,106.55717685070164,159.1434693863129,106.63061559230746,0.0,0.0,69463600,3220800
2021-11-26,155.24282836914062,106.309326171875,0.0,0.0,158.84644937104656,106.79584559409034,154.79732871930804,105.16187206155425,157.9752544198583,105.56577814950846,0.0,0.0,76959800,3322000
2021-11-29,158.6385498046875,108.77864074707031,0.0,0.0,159.57905238220675,109.79758047384215,157.20302917415216,107.88821530984598,157.77723440510806,108.88879885389824,0.0,0.0,88748200,8949800
2021-11-30,163.64796447753906,107.49349975585938,0.0,0.0,163.8657669656574,109.45794063430696,158.32172835111982,106.89682221722718,158.39103600928925,107.86068647221028,0.0,0.0,174048100,9252700
2021-12-01,163.12327575683594,107.32826232910156,0.0,0.0,168.598007154661,109.17337043667845,162.88566890346826,107.26400518125081,165.80618327618268,108.54915514176957,0.0,0.0,152052500,5958300
2021-12-02,162.1233673095703,107.30990600585938,0.0,0.0,162.5589723402131,108.30130800298406,156.22294036620477,106.99779485705916,157.15354836688857,107.7413498566546,0.0,0.0,136739200,5267100
2021-12-03,160.22256469726562,109.09075164794922,0.0,0.0,163.31139363716105,109.56809647032382,158.1237568468731,107.73216993027617,162.38078559593646,107.73216993027617,0.0,0.0,118023100,6630100
2021-12-06,163.6677703857422,110.0729751586914,0.0,0.0,166.2021828829923,111.21124761209026,162.63815586730303,109.60481194663478,162.6480504872974,109.60481194663478,0.0,0.0,107497000,4785600
2021-12-07,169.4691925048828,111.60597229003906,0.0,0.0,169.86520390480817,112.06495390958668,166.657579543719,110.21984583802423,167.39018930386322,110.59621412773505,0.0,0.0,120405400,5194000
2021-12-08,173.33023071289062,112.9278335571289,0.0,0.0,174.2014407184374,113.25830088045522,168.99400013874393,111.55088871110382,170.40971639775742,111.99151414337346,0.0,0.0,116998900,5483900
2021-12-09,172.8154296875,113.43272399902344,0.0,0.0,174.98354505311383,113.78154752960367,172.1818265076838,111.7987504556939,173.16193779942867,112.12921780192956,0.0,0.0,108923700,4601100
2021-12-10,177.65655517578125,113.91004943847656,0.0,0.0,177.83476409249297,115.04832884212557,172.94413254484624,113.23994022848491,173.45893984099092,114.1028278723955,0.0,0.0,115402700,4966900
2021-12-13,173.98365783691406,112.52393341064453,0.0,0.0,180.30979549843772,114.15790682491061,173.77574993258463,110.88077840317932,179.30987978214242,113.60713029252369,0.0,0.0,153237000,6847500
2021-12-14,172.58770751953125,113.60713958740234,0.0,0.0,175.9636308172721,114.77294989294484,170.4889001233002,112.26691401432434,173.49851101424076,112.31280797706769,0.0,0.0,139380400,5716100
2021-12-15,177.508056640625,113.01046752929688,0.0,0.0,177.70605479462546,114.58018400279899,170.58791012707098,112.15676134158471,173.35992960195003,113.64386447603621,0.0,0.0,131063300,4990000
2021-12-16,170.53839111328125,115.59912109375,0.0,0.0,179.3296473195087,116.25087421011231,169.04348781595488,113.35011376259123,177.48823595486076,113.3776515416129,0.0,0.0,150185800,7280500
2021-12-17,169.42959594726562,116.9485092163086,0.0,0.0,171.73631132765533,118.0867815857151,167.9940905251457,114.93816763361629,168.2316822546447,115.5440266872782,0.0,0.0,195432700,10379000
2021-12-20,168.0535125732422,116.63640594482422,0.0,0.0,168.8752193370181,116.76492023694462,165.78640555996523,114.47001215836077,166.5982025960633,115.40633857638504,0.0,0.0,107499100,4941400
2021-12-21,171.26112365722656,118.38972473144531,0.0,0.0,171.4690164337634,118.72936666105068,167.42979060613268,117.18719508196986,169.8454073849767,117.18719508196986,0.0,0.0,91185900,4856000
2021-12-22,173.8846435546875,119.10572814941406,0.0,0.0,174.10244607106472,119.14244051524017,170.42951736878692,117.13210581984059,171.31062205547954,118.47233128460817,0.0,0.0,92135300,3923200
2021-12-23,174.5182342529297,119.91354370117188,0.0,0.0,175.0825448521057,120.21647325418799,173.51833375849614,118.89460393448408,174.09253897814705,119.33522237204953,0.0,0.0,68356600,3649000
2021-12-27,178.52777099609375,120.82231903076172,0.0,0.0,178.61686790419714,120.849856807826,175.30035710569638,119.28932207714952,175.32014634774714,119.91354437362472,0.0,0.0,74919600,4293900
2021-12-28,177.49815368652344,121.74948120117188,0.0,0.0,179.5177742107458,122.29107620535093,176.7457546300965,120.7947914920001,178.35946910404095,120.80398008980544,0.0,0.0,79144300,3445200
2021-12-29,177.5872802734375,122.410400390625,0.0,0.0,178.82478776757998,123.19984931624107,176.3596674009828,121.44653621294152,177.53777695241328,121.53832413028795,0.0,0.0,62348900,4239900
2021-12-30,176.41903686523438,122.92447662353516,0.0,0.0,178.76536096765193,123.34673192426276,176.31013561907753,122.39205619508839,177.67634850608343,122.77759912458242,0.0,0.0,59773000,3158100
2021-12-31,175.79534912109375,122.69497680664062,0.0,0.0,177.4387473801581,123.91586966421208,175.48843461292282,122.64907584070023,176.31014129560032,123.00708096382208,0.0,0.0,64062300,3362100
2022-01-03,180.1909637451172,124.87970733642578,0.0,0.0,181.05227912804568,125.10919813600587,175.93395057061167,122.66742667379876,176.05274644151595,123.07133272218083,0.0,0.0,104487900,4605900
2022-01-04,177.90406799316406,126.69729614257812,0.0,0.0,181.1116927418729,128.46895855401928,177.3298627236012,124.75120445937397,180.80479331127546,124.93480832143692,0.0,0.0,99310400,7300000
2022-01-05,173.17184448242188,126.8808822631836,0.0,0.0,178.36937588563293,130.53437209717313,172.89464401608734,126.5687781180756,177.8149749529639,126.96349559447555,0.0,0.0,94537600,8956900
2022-01-06,170.281005859375,124.23714447021484,0.0,0.0,173.54802817909783,127.0552984068483,169.92460314983632,121.63930675890053,170.97400693173063,126.86251995881808,0.0,0.0,96904000,9908100
2022-01-07,170.44931030273438,123.76899719238281,0.0,0.0,172.3996230920445,124.53090843544724,169.32070420540236,122.557278876085,171.1621157438168,123.83324734169683,0.0,0.0,86709100,5238100
2022-01-10,170.46913146972656,123.95257568359375,0.0,0.0,170.7760309053613,125.02659099794548,166.48930321538757,122.43794193420202,167.39021227929703,123.4385185082125,0.0,0.0,106765600,5432800
2022-01-11,173.33023071289062,121.96976470947266,0.0,0.0,173.4292222367904,122.31859520430494,169.11281111623086,117.47175067624461,170.5978199313451,119.81255961476398,0.0,0.0,76138300,11105300
2022-01-12,173.7757568359375,122.63070678710938,0.0,0.0,175.4092607391465,123.43851892659363,173.07286101578552,120.59282725850689,174.35985676677774,122.31860264485685,0.0,0.0,74805200,5352000
2022-01-13,170.46913146972656,123.7047119140625,0.0,0.0,174.85485069355116,124.8888922488884,170.07312001544597,122.60315890997327,174.02324929900044,122.91526302651405,0.0,0.0,84505800,4868300
2022-01-14,171.34034729003906,123.19984436035156,0.0,0.0,172.04324309715687,124.05354339306817,169.38012451498588,122.36449450616189,169.62762601732453,123.51194847938733,0.0,0.0,80440800,5310300
2022-01-18,168.1029815673828,122.03404235839844,0.0,0.0,170.81558768979585,122.90610468495987,167.71687992409028,120.96920157730888,169.79588296247738,122.04321694880139,0.0,0.0,90956700,5246700
2022-01-19,164.5686798095703,120.78560638427734,0.0,0.0,169.37021456285368,122.91527384536641,164.2815847396123,120.71216764327323,168.3010063567733,121.99731059332632,0.0,0.0,94815000,4103700
2022-01-20,162.86587524414062,120.08795166015625,0.0,0.0,167.98420425095907,121.97895359706446,162.53917146417874,119.85846086185171,165.31119117688897,120.49184369928655,0.0,0.0,91420500,5278200
2022-01-21,160.786865234375,118.73854064941406,0.0,0.0,164.6676866314393,121.05179773342607,160.6779639788274,118.66510191558739,162.7767716970633,120.84984471715428,0.0,0.0,122848900,5907000
2022-01-24,160.0047607421875,118.25202941894531,0.0,0.0,160.6779726600249,118.55494495715982,153.15392121236547,114.00185520311703,158.42076024698554,117.4901112575217,0.0,0.0,162294600,13484000
2022-01-25,158.18313598632812,124.93482208251953,0.0,0.0,161.1333492358545,126.07308771344005,155.45072523572225,117.77470489065632,157.39112827264375,118.54579077102369,0.0,0.0,115798400,19715700
2022-01-26,158.0940399169922,123.24573516845703,0.0,0.0,162.74706448825663,125.82522354683245,156.24273377270367,122.20844626898216,161.8659598675412,125.27444001965466,0.0,0.0,108275300,8336000
2022-01-27,157.6287384033203,121.64849853515625,0.0,0.0,162.20256076337864,123.69555274017422,156.69813045332086,121.24459244835275,160.82645318586418,122.69497612050708,0.0,0.0,121954600,5497300
2022-01-28,168.62770080566406,123.4660415649414,0.0,0.0,168.64750515272632,123.49357933841029,161.17295785038755,120.97835530787377,164.05387854317476,122.26351210011383,0.0,0.0,179935700,5471500
2022-01-31,173.03323364257812,122.61235809326172,0.0,0.0,173.25103615367465,123.08968889847863,167.8158982097887,121.44654084315876,168.4594111221344,123.08968889847863,0.0,0.0,115541600,5859000
2022-02-01,172.8649444580078,124.41156768798828,0.0,0.0,173.09264160323227,124.80629919938808,170.58792768688596,121.63013994785463,172.27093482856998,122.78676868898658,0.0,0.0,86213900,6206400
2022-02-02,174.08262634277344,125.9904556274414,0.0,0.0,174.12223503659283,126.27502199283755,171.59771707892023,124.16370372372664,173.00352358369815,124.56760979345312,0.0,0.0,84914300,5357200
2022-02-03,171.17202758789062,126.47697448730469,0.0,0.0,174.47865903585367,127.37657454339244,170.3998241333997,124.68694896503557,172.73623884619832,125.76096427839704,0.0,0.0,89418100,6100800
2022-02-04,170.88455200195312,125.89866638183594,0.22,0.0,172.57962556917929,127.4316774846305,169.18947843472696,125.04496719965364,170.18074563472103,126.55042651582104,0.0,0.0,82465400,4142000
2022-02-07,170.16091918945312,125.98126983642578,0.0,0.0,172.43091426223108,126.5136901530904,169.45711287181996,125.09084444560817,171.35043672051037,126.17403425719709,0.0,0.0,77251200,3759000
2022-02-08,173.30325317382812,125.77932739257812,0.0,0.0,173.81871637315277,126.23830901376706,169.93293548659793,124.64104792950687,170.2303186833444,125.97209182955329,0.0,0.0,74829200,4181800
2022-02-09,174.74058532714844,126.48615264892578,0.0,0.0,175.10734936046612,127.00022384535691,173.37263171558251,125.60491575477394,174.51259810039994,126.53205361376884,0.0,0.0,71285000,5393500
2022-02-10,170.6168975830078,124.04283905029297,0.0,1.64,173.9475558230623,126.86705554100139,170.05188317091506,123.71767615802392,172.61926146779095,125.85442645187648,0.0,0.0,90865900,5978600
2022-02-11,167.16729736328125,123.27173614501953,0.0,0.0,171.5685260818685,125.14836158103589,166.57253100245822,122.9837420494173,170.82507569360814,124.3958430456429,0.0,0.0,98670700,4176200
2022-02-14,167.4051971435547,120.91202545166016,0.0,0.0,168.09908110691487,123.23457695227391,165.10545015009131,119.90869567803686,165.90837410237492,123.17883798437587,0.0,0.0,86185500,5345300
2022-02-15,171.2810516357422,120.7169418334961,0.0,0.0,171.43965801676265,122.33342864254178,168.7632396205746,120.41036332729405,169.4769532096297,121.36725343344146,0.0,0.0,62527400,4394000
2022-02-16,171.0431671142578,120.01087188720703,0.0,0.0,171.82626158698656,121.18144689210408,168.56499898778506,119.15617465350407,170.34928306395304,120.26171141336056,0.0,0.0,61177400,4875600
2022-02-17,167.4051971435547,116.09970092773438,0.0,0.0,170.40873532644912,119.3791423820707,166.99877399160945,115.98821590850903,169.53641541506147,118.9610859637384,0.0,0.0,69589300,6797000
2022-02-18,165.83900451660156,115.5237045288086,0.0,0.0,169.05070054356474,116.53634061885313,164.73869732666938,114.83623130311449,168.33700207965728,116.07183034162603,0.0,0.0,82772700,4609200
