Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2002-01-02,72.60593683847304,72.67589688470248,70.93459987444385,72.13951873779297,1277600,0.0,0.0,0.0
2002-01-03,72.29496998122563,73.06455993652344,72.1394992998331,73.06455993652344,852600,0.0,0.0,0.0
2002-01-04,73.34445263392793,73.99744290618274,72.56708693366197,73.632080078125,1013300,0.0,0.0,0.0
2002-01-07,74.0440502919307,74.19952099107901,73.0723435951862,73.18894958496094,971000,0.0,0.0,0.0
2002-01-08,73.22783608070941,73.30557738423977,72.60594716826789,73.15010070800781,1732200,0.0,0.0,0.0
2002-01-09,73.46104653328621,74.11403076678434,72.79251166708842,72.9168930053711,876100,0.0,0.0,0.0
2002-01-10,73.15008765362711,73.4066196755075,72.76140492865478,73.34442901611328,618900,0.0,0.0,0.0
2002-01-11,73.53878303029423,73.53878303029423,72.31831930114427,72.33386993408203,656500,0.0,0.0,0.0
2002-01-14,72.25610933346972,72.48932131862189,71.17557193519718,71.40100860595703,594400,0.0,0.0,0.0
2002-01-15,71.40098815342519,72.07729797197845,71.17555154724076,72.0539779663086,4716700,0.0,0.0,0.0
2002-01-16,71.36213206428165,71.48650741980228,70.35155487060547,70.35155487060547,1264600,0.0,0.0,0.0
2002-01-17,71.1289639265641,71.7897236074755,70.56148433703841,71.51764678955078,1240800,0.0,0.0,0.0
2002-01-18,71.12897118994856,71.70422022527846,70.75583299381294,70.81802368164062,834300,0.0,0.0,0.0
2002-01-22,71.32328630882661,71.45543702354773,70.16501334711354,70.46818542480469,1735400,0.0,0.0,0.0
2002-01-23,70.46815841483404,71.47872964284998,70.1727558353559,71.39321899414062,1580200,0.0,0.0,0.0
2002-01-24,71.8286006481354,72.29501893899511,71.6731239306286,72.10067749023438,1118400,0.0,0.0,0.0
2002-01-25,71.78967849752945,72.4970837104566,71.71971847295043,72.21723175048828,601400,0.0,0.0,0.0
2002-01-28,72.76139649865206,72.76139649865206,71.96071112690744,72.4815444946289,867300,0.0,0.0,0.0
2002-01-29,72.722516027321,72.722516027321,70.74800772947893,71.16778564453125,867900,0.0,0.0,0.0
2002-01-30,71.16779517411845,72.02289581298828,70.04838725075342,72.02289581298828,1219700,0.0,0.0,0.0
2002-01-31,72.10067749023438,72.27947423265961,71.7119945927129,72.10067749023438,713700,0.0,0.0,0.0
2002-02-01,71.90629467183933,72.44267865968848,71.65753799777524,71.75082397460938,604400,0.0,0.0,0.0
2002-02-04,71.75083237444022,71.75083237444022,70.16500616756969,70.3826675415039,1272500,0.0,0.0,0.0
2002-02-05,70.2349832762605,70.82578281394237,69.74524506590983,70.20388793945312,1213800,0.0,0.0,0.0
2002-02-06,70.50704184126414,70.5847831286093,69.39540904366234,69.76854705810547,868600,0.0,0.0,0.0
2002-02-07,69.8074232218775,69.8074232218775,68.99896240234375,68.99896240234375,650000,0.0,0.0,0.0
2002-02-08,69.2632217676355,71.05116367749322,69.2632217676355,71.04338836669922,1098300,0.0,0.0,0.0
2002-02-11,70.93458798708474,71.78191336939382,70.66251130151885,71.75082397460938,1164700,0.0,0.0,0.0
2002-02-12,71.28440760742625,71.92184702322915,71.09006624979332,71.29218292236328,642000,0.0,0.0,0.0
2002-02-13,71.78969462201238,72.29498332604808,71.64976861059982,72.20947265625,718000,0.0,0.0,0.0
2002-02-14,72.4116162938999,72.59818240166112,71.82859201767016,71.94519805908203,1329100,0.0,0.0,0.0
2002-02-15,72.13947997117603,72.13947997117603,71.16777364576053,71.35433959960938,601900,0.0,0.0,0.0
2002-02-19,71.02787526633637,71.03564464976148,69.94733788754192,70.04839324951172,813100,0.0,0.0,0.0
2002-02-20,70.3516251193289,71.28446197509766,69.71418521735941,71.28446197509766,1563900,0.0,0.0,0.0
2002-02-21,71.09010593692656,71.39327814961823,69.8463217398799,69.970703125,2222200,0.0,0.0,0.0
