Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-01-02,65.52671473873133,66.0157241821289,65.09204449575101,66.0157241821289,7178489,0.0,0.0
2002-01-03,66.01570730705895,67.49358835703451,65.33653251599189,67.18931579589844,9018298,0.0,0.0
2002-01-04,67.40122118897105,68.24340057373047,67.36318982694434,68.24340057373047,8791839,0.0,0.0
2002-01-07,67.91741221411206,68.56398454923296,67.2110719596042,67.40123748779297,6212822,0.0,0.0
2002-01-08,67.50990506725783,68.02607977711341,67.22736897446624,67.75440979003906,5556143,0.0,0.0
2002-01-09,67.7544073434121,68.67264961182681,67.4555677668,67.64030456542969,7154535,0.0,0.0
2002-01-10,67.23821913858666,67.37405409991854,65.97224007403577,66.36344146728516,9336910,0.0,0.0
2002-01-11,66.01574031890341,66.38520968214556,65.35286435069575,65.3691635131836,5018499,0.0,0.0
2002-01-14,65.20073511150169,65.24963260267708,63.6250495558841,64.14122009277344,10487928,0.0,0.0
2002-01-15,64.14118459214258,65.03769446931096,63.96188521832977,64.57585906982422,5907703,0.0,0.0
2002-01-16,64.11406423719235,64.52156940639941,63.70655906798529,63.78805923461914,5613150,0.0,0.0
2002-01-17,65.1192123000529,65.49954766816255,63.711960597958026,65.14637756347656,11666770,0.0,0.0
2002-01-18,62.07649612426758,62.429666138569445,61.29408470547462,62.07649612426758,19288449,0.0,0.0
2002-01-22,62.07651101107828,62.0819440636755,59.94661997586643,60.03898620605469,10596398,0.0,0.0
2002-01-23,60.20199349388855,60.44649387984298,58.13730333321746,58.62630844116211,13134308,0.0,0.0
2002-01-24,59.115295680439395,59.62059979416988,58.175317118562944,59.07182693481445,8976249,0.0,0.0
2002-01-25,58.95228326675243,60.142194945514674,58.73494391966078,59.3760871887207,7072843,0.0,0.0
2002-01-28,59.49564765965655,59.88142041936051,58.16990041002754,58.762142181396484,7419173,0.0,0.0
2002-01-29,58.7621354630762,58.98490360744757,55.643368433771435,55.96393585205078,15176832,0.0,0.0
2002-01-30,56.64312034793602,57.458130334418705,54.87726971325946,57.34946060180664,18528112,0.0,0.0
2002-01-31,57.81131820382479,58.66979721402933,56.7572405525462,58.62089538574219,10331342,0.0,0.0
2002-02-01,58.48501926112793,59.38696207528153,57.94167948507782,58.68062210083008,7112277,0.0,0.0
2002-02-04,58.68061581057677,58.68061581057677,57.5885033246675,58.02860641479492,6905587,0.0,0.0
2002-02-05,57.72979655914908,58.952311459021544,57.59396157027436,57.756961822509766,7047634,0.0,0.0
2002-02-06,58.05076158352693,58.66010513637441,57.30540822529628,58.01268005371094,6976611,0.133843,0.0
2002-02-07,58.01808785023943,58.2139486336763,56.505612421298935,56.53281784057617,7587475,0.0,0.0
2002-02-08,56.037749507194675,57.517584330014564,55.8255679787524,57.12042236328125,8723012,0.0,0.0
2002-02-11,57.12584606312598,58.589355466920836,56.859258089712085,58.42070007324219,6560407,0.0,0.0
2002-02-12,58.0779321006796,58.69815571772958,57.70253119623376,57.97999954223633,4769551,0.0,0.0
2002-02-13,58.05076575114224,59.019185506267554,57.735215685851365,58.79612350463867,5320897,0.0,0.0
2002-02-14,59.302087751382324,59.383699709973456,58.32278766583335,58.69818878173828,6083850,0.0,0.0
2002-02-15,57.017040352921576,57.017040352921576,55.33046461979242,55.9778938293457,19042012,0.0,0.0
2002-02-19,55.22162117733351,55.38483626027473,53.78531368549924,55.11280822753906,14012111,0.0,0.0
2002-02-20,54.155299757650695,54.40556707511012,52.77339797881545,54.03017044067383,15193359,0.0,0.0
2002-02-21,53.72551364749011,54.24236909517691,52.23480272811536,52.43610382080078,10597758,0.0,0.0
2002-02-22,52.43609949718075,53.97033637611181,52.0987842978389,53.562294006347656,10953294,0.0,0.0
2002-02-25,53.56230525457582,53.997548803691686,52.83870840387204,53.48069763183594,10358329,0.0,0.0
2002-02-26,53.86151569686621,53.96488849991115,52.22390623262664,52.85501480102539,12169687,0.0,0.0
2002-02-27,53.37187396070758,54.57423587129685,52.610195730336784,53.224979400634766,12529720,0.0,0.0
2002-02-28,53.584060190287126,54.187963478433666,53.21954386684918,53.38275909423828,8304194,0.0,0.0
2002-03-01,53.643890670995255,56.09214004849294,53.58948416443909,56.04861831665039,10975573,0.0,0.0
2002-03-04,56.228181577570915,57.958279806246566,56.108488073099835,57.61552429199219,11263014,0.0,0.0
2002-03-05,56.717794264007765,57.94192091308249,56.66883232410638,57.490352630615234,7909957,0.0,0.0
2002-03-06,57.20746578179612,58.26293746633563,56.989844052106136,57.8331298828125,8041020,0.0,0.0
2002-03-07,58.37719406727267,58.48600711732729,56.1683264902521,56.424034118652344,11476607,0.0,0.0
2002-03-08,57.02794442341272,58.39896210338264,57.02794442341272,57.17483901977539,11219814,0.0,0.0
2002-03-11,56.77219912958746,57.65357046526097,56.36415692495625,57.25640869140625,9036499,0.0,0.0
2002-03-12,57.40875952732227,59.22046464592695,57.403319310406296,59.03004837036133,11568028,0.0,0.0
2002-03-13,58.92121372166204,59.111634269087645,58.05072289182483,58.31187057495117,6704023,0.0,0.0
2002-03-14,58.224828520865906,58.73079895037124,57.990886231079,57.9963264465332,5580933,0.0,0.0
2002-03-15,57.9691460903623,58.458796085204305,57.44685478868271,58.0997200012207,11363849,0.0,0.0
2002-03-18,58.268386365225226,59.10623210314967,57.79505697029612,57.86034393310547,5545055,0.0,0.0
2002-03-19,58.13235328433704,58.78521835800251,57.93649245971147,58.48054885864258,4827081,0.0,0.0
2002-03-20,58.1595664317432,58.1595664317432,57.39244796581621,57.39788818359375,5066929,0.0,0.0
2002-03-21,57.506675548361514,58.09425354003906,56.96261927947366,58.09425354003906,5348303,0.0,0.0
2002-03-22,57.941927988276824,58.05073665420746,57.163929311124605,57.45227813720703,5761263,0.0,0.0
2002-03-25,57.561105113609734,58.02899424868179,56.3097768359607,56.34242248535156,6566683,0.0,0.0
2002-03-26,56.347845975450376,57.50668586235272,55.65689508471908,55.98332977294922,8518624,0.0,0.0
2002-03-27,56.44576924296501,56.46753444809992,55.765703186491486,56.249908447265625,5860110,0.0,0.0
2002-03-28,56.33696815287176,57.202014689567825,56.24991600414206,56.581790924072266,5593485,0.0,0.0
2002-04-01,56.58182925771292,56.58182925771292,55.71134191469364,55.961605072021484,5844002,0.0,0.0
2002-04-02,55.49367460755586,55.49911482336034,54.683030351660406,54.92241287231445,7721781,0.0,0.0
2002-04-03,55.16722772398966,55.221634211728876,53.8070872392667,54.3837890625,8000959,0.0,0.0
2002-04-04,54.38380610402785,55.025790703616586,54.133538787055414,54.86257553100586,6201211,0.0,0.0
