,Capital Gains,Close,Close,Dividends,Dividends,High,High,Low,Low,Open,Open,Stock Splits,Stock Splits,Volume,Volume
,SPY,AAPL,SPY,AAPL,SPY,AAPL,SPY,AAPL,SPY,AAPL,SPY,AAPL,SPY,AAPL,SPY
Date,,,,,,,,,,,,,,,
2021-03-12,0.0,119.26422119140625,378.46746826171875,0.0,0.0,119.40217804790545,378.61152706141644,117.42150852898781,375.72064944738196,118.64341533715988,376.5562197956588,0.0,0.0,88105100,64653600
2021-03-15,0.0,122.18103790283203,380.72454833984375,0.0,0.0,122.19089411225971,380.99346791250514,118.66312294564601,376.51785485247024,119.6386846906925,378.7268349629005,0.0,0.0,92403800,73427200
2021-03-16,0.0,123.73799133300781,380.2442932128906,0.0,0.0,125.36392009787879,382.0883045738065,122.90039394446374,379.44711895923973,123.86609198647474,381.35839684387537,0.0,0.0,115227900,73722500
2021-03-17,0.0,122.93980407714844,381.5408630371094,0.0,0.0,124.02375401765855,382.3668197031932,120.55510518632447,377.73753482900565,122.24016359265475,378.91887561773905,0.0,0.0,111932600,97959300
2021-03-18,0.0,118.77152252197266,375.98956298828125,0.0,0.0,121.38286176615965,381.02221237776524,118.56458722583356,375.28843776087916,121.08723561848367,378.8708561764646,0.0,0.0,121229700,115349100
2021-03-19,0.0,118.23938751220703,375.2938537597656,0.0,1.278,119.65838084264502,377.3077254806902,117.93391270504834,373.0487036408696,118.15070418809687,375.6792785483494,0.0,0.0,185549500,113624500
2021-03-22,0.0,121.58979034423828,378.2906188964844,0.0,0.0,122.06279065076865,379.7167231712092,118.50545845588704,375.7660523419826,118.5744368841222,375.8238645984955,0.0,0.0,111912300,73778600
2021-03-23,0.0,120.752197265625,375.31317138671875,0.0,0.0,122.42739202090011,379.12892736019677,120.35803158259405,374.50377038664953,121.5306724221377,377.63539505162214,0.0,0.0,95467100,90686600
2021-03-24,0.0,118.33792877197266,373.4053039550781,0.0,0.0,121.1069370484773,378.4448216506914,118.31822387235545,373.3571368732327,121.0281024138393,376.75856210164307,0.0,0.0,88530500,97588600
2021-03-25,0.0,118.83065032958984,375.5058898925781,0.0,0.0,119.88504679742012,376.32490664594394,117.26385122028559,369.9171268213106,117.7959738002622,371.92138302825833,0.0,0.0,98844700,116128600
2021-03-26,0.0,119.44158935546875,381.5571594238281,0.0,0.0,119.7076543639589,381.971490398605,117.18499871903582,376.07440497051664,118.59413584071805,376.6910788436214,0.0,0.0,94071200,114409100
2021-03-29,0.0,119.61897277832031,381.3644104003906,0.0,0.0,120.79161360837577,382.29908103751745,118.96860579695391,378.50258623566447,119.87518159793012,380.0346697613824,0.0,0.0,80819200,108107600
2021-03-30,0.0,118.15071105957031,380.3526611328125,0.0,0.0,118.64341627039579,381.04643756908854,117.12588331888308,378.70492371788885,118.35764634594682,380.0539546927797,0.0,0.0,85671900,76262200
2021-03-31,0.0,120.36788177490234,381.8944091796875,0.0,0.0,121.71788921033314,383.5035954964298,119.38247137562863,380.91157135529045,119.87517657526548,380.9404774852423,0.0,0.0,118323800,112734200
2021-04-01,0.0,121.20547485351562,386.01849365234375,0.0,0.0,122.36825938454103,386.0763353147786,120.702913462474,383.6770090498865,121.85584930287358,383.88899712537835,0.0,0.0,75089100,99682900
2021-04-05,0.0,124.06317901611328,391.5590515136719,0.0,0.0,124.3193878420131,392.11794252102453,121.27446559651973,388.68761149020713,122.06279697555681,388.76468469499883,0.0,0.0,88651200,91684800
2021-04-06,0.0,124.36865234375,391.3277893066406,0.0,0.0,125.27522815597123,392.406990573539,123.81682489597797,390.6340128627733,124.6544222772277,390.98091578772153,0.0,0.0,80171300,62021000
2021-04-07,0.0,126.03399658203125,391.7806701660156,0.0,0.0,126.05370148284295,392.1371888612012,123.31426166683123,390.68220795398537,123.99419727515249,391.15435115506574,0.0,0.0,83466700,55836300
2021-04-08,0.0,128.45809936523438,393.640380859375,0.0,0.0,128.48766047411524,393.6981931144681,126.64494785175047,392.10829728734853,127.06866710315592,393.0718740802731,0.0,0.0,88844600,57863100
2021-04-09,0.0,131.05958557128906,396.50225830078125,0.0,0.0,131.09899537208756,396.6757244953607,127.58108799924541,393.3899236619791,127.90627524146943,393.51519336682884,0.0,0.0,106686700,61104600
2021-04-12,0.0,129.3252716064453,396.6467590332031,0.0,0.0,130.9117830168788,396.9261751264976,128.72417063637621,395.25920612032246,130.58659576721814,395.8855251448519,0.0,0.0,91420000,56704900
2021-04-13,0.0,132.46873474121094,397.822265625,0.0,0.0,132.69538999670107,398.4678749581338,130.00520833418548,396.1456515626926,130.5077773443687,396.5407215417704,0.0,0.0,91266500,56551000
2021-04-14,0.0,130.10374450683594,396.4637451171875,0.0,0.0,133.03041483612432,398.88230324897427,129.73914744071155,395.90485402264613,132.97129261309559,397.7934565979864,0.0,0.0,87222800,61659900
2021-04-15,0.0,132.5377197265625,400.7227478027344,0.0,0.0,133.0304250043564,401.0021933563253,131.69026604731008,398.6221570760994,131.86764776612523,398.6703241619441,0.0,0.0,89347100,60229800
2021-04-16,0.0,132.20266723632812,402.06207275390625,0.0,0.0,132.70522114389505,402.68839180481336,131.33550124413114,400.58780139763473,132.34062409543492,402.05242757579003,0.0,0.0,84922400,82037300
2021-04-19,0.0,132.8727264404297,400.08673095703125,0.0,0.0,133.49353976528556,401.56100234397917,131.39461093261548,398.71846831347506,131.56212888582755,401.09850428127015,0.0,0.0,94264200,78498500
2021-04-20,0.0,131.16799926757812,397.157470703125,0.0,0.0,133.55269100070305,399.9710985491918,129.88696254187053,395.63500286066494,133.0501370318623,398.8340849594255,0.0,0.0,94812300,81851800
2021-04-21,0.0,131.5522918701172,400.9153747558594,0.0,0.0,131.79864447661552,401.1273628114565,129.3843919401657,396.3769072118522,130.42892458593153,396.5214672453264,0.0,0.0,68847100,66793000
2021-04-22,0.0,130.0150604248047,397.2537536621094,0.0,0.0,132.1928091534201,401.59949396868285,129.49279407615916,396.1552915203887,131.0990029251648,400.7419260008338,0.0,0.0,84566500,97582800
2021-04-23,0.0,132.36036682128906,401.5610046386719,0.0,0.0,133.14868331887763,403.01601508333204,130.23187619098388,397.7548937477322,130.23187619098388,397.83196695661366,0.0,0.0,78657500,73209200
2021-04-26,0.0,132.7545166015625,402.3993225097656,0.0,0.0,133.08955259528275,402.9871196915206,131.6114367023344,401.6284727762859,132.8629123684923,402.2355309092666,0.0,0.0,66905100,52182400
2021-04-27,0.0,132.42930603027344,402.3126220703125,0.0,0.0,133.43442887098624,402.91006445735275,132.15339231496714,401.13705706038434,133.0402556804274,402.7076921333083,0.0,0.0,66015800,51303100
2021-04-28,0.0,131.63111877441406,402.1969299316406,0.0,0.0,133.0501121102573,403.7483037916752,131.13841359036675,401.715141556206,132.3504641329958,402.5919999282205,0.0,0.0,107760100,51238900
2021-04-29,0.0,131.5325927734375,404.760009765625,0.0,0.0,135.07022798854385,405.39597389044854,130.51762113475888,401.27186695864435,134.47897565859628,405.01054910735047,0.0,0.0,151101000,78544300
2021-04-30,0.0,129.54205322265625,402.1005554199219,0.0,0.0,131.61140596783576,403.29541055454496,129.15774378168229,401.1755299979782,129.85737672070647,402.4185522064209,0.0,0.0,109839500,85527000
2021-05-03,0.0,130.60629272460938,402.96783447265625,0.0,0.0,132.11398452673293,404.548085152933,129.90665973448455,402.4571399386238,130.11358750603188,404.1530151313562,0.0,0.0,75135100,68128300
2021-05-04,0.0,125.9847183227539,400.4817810058594,0.0,0.0,129.571619100698,401.426096846822,124.85149485746057,396.6756703265916,129.27599297302677,400.9154023240431,0.0,0.0,137564700,101591200
2021-05-05,0.0,126.23108673095703,400.6070556640625,0.0,0.0,128.5467923047563,402.41858475783897,126.10297855878028,400.02890370132076,127.31502922204272,402.1776905571991,0.0,0.0,84000900,60162200
2021-05-06,0.0,127.84716033935547,403.80615234375,0.0,0.0,127.85700903107634,403.94103780986205,125.27523088208842,398.61245907479196,126.02414494756555,400.6841433941859,0.0,0.0,78128300,74321400
2021-05-07,0.0,128.5282440185547,406.7450256347656,0.22,0.0,129.5646704090989,407.41954114312136,127.80766168732734,403.89284659989147,129.1599773223185,404.59626823540356,0.0,0.0,78973300,67733800
2021-05-10,0.0,125.21162414550781,402.71728515625,0.0,0.0,127.86687541398688,407.3424419765487,125.17213987541925,402.5920154688368,127.7385647151944,407.1111929573427,0.0,0.0,88071200,81852400
2021-05-11,0.0,124.28378295898438,399.1231384277344,0.0,0.0,124.63912636467664,400.1445274841052,121.18433145001849,395.1243005855998,121.90490627436637,398.0535822937354,0.0,0.0,126142800,116888000
2021-05-12,0.0,121.18433380126953,390.6436462402344,0.0,0.0,123.0301841168799,397.56212011485303,120.67105328899497,389.2849995201165,121.80620171772101,396.2516698749264,0.0,0.0,112172300,134811000
2021-05-13,0.0,123.35591888427734,395.3362731933594,0.0,0.0,124.52067859066177,397.33088415044824,122.65508997640653,392.19500353568486,122.9709566325012,392.2432000174579,0.0,0.0,105861300,106394000
2021-05-14,0.0,125.80388641357422,401.40679931640625,0.0,0.0,126.23820589953583,402.28365770890656,124.22455309760745,398.13064416811676,124.61938830931297,398.159550295077,0.0,0.0,81918000,82201600
2021-05-17,0.0,124.63911437988281,400.3854064941406,0.0,0.0,125.29059354452815,401.22374298010084,123.55332330299517,398.3040771546415,125.18201368375392,400.2601662158529,0.0,0.0,74244600,65129200
2021-05-18,0.0,123.23745727539062,396.93585205078125,0.0,0.0,125.34981679941438,400.90578398891216,123.16836168463675,396.7720310467567,124.92537030453927,400.6552445966506,0.0,0.0,63342900,59810200
2021-05-19,0.0,123.07953643798828,395.8951416015625,0.0,0.0,123.30656159617229,396.078223542192,121.27317046929144,390.56656318594275,121.56929875397637,392.09867614300634,0.0,0.0,92612000,106467100
2021-05-20,0.0,125.66569519042969,400.1542053222656,0.0,0.0,126.0704033533207,401.4550399907313,123.48423987155225,396.67570690234237,123.61256564556905,396.80094719560356,0.0,0.0,76857100,78022200
2021-05-21,0.0,123.80998229980469,399.8265380859375,0.0,0.0,126.34678861370502,402.96780769370514,123.59282255193801,399.35439488944314,126.16911314098277,401.6862341517508,0.0,0.0,79295400,76578700
2021-05-24,0.0,125.45840454101562,403.9024963378906,0.0,0.0,126.2875592129976,405.01060376610354,124.31339074648011,401.88859496781424,124.38248634157402,402.1391343433516,0.0,0.0,63092900,51376700
2021-05-25,0.0,125.26097869873047,403.0063171386719,0.0,0.0,126.66264389903897,405.38635280844557,124.68846809091814,402.4089042784581,126.16909429886802,405.02018895063,0.0,0.0,72009500,57451400
2021-05-26,0.0,125.21162414550781,403.80615234375,0.0,0.0,125.74465049542167,404.32646266365117,124.78717765562386,402.5438690391226,125.32020400553773,403.6134252138397,0.0,0.0,56575900,43088600
2021-05-27,0.0,123.66191101074219,404.0181579589844,0.0,0.0,125.99143039377414,405.3960658389478,123.46449717727373,403.7290672515722,124.80693233125332,404.8661103177411,0.0,0.0,94625600,56707700
2021-05-28,0.0,123.00056457519531,404.7408142089844,0.0,0.0,124.17519720036097,405.9067339231819,122.94134193219702,404.4999200048756,123.94816451744263,405.63693359082134,0.0,0.0,71311100,58520200
2021-06-01,0.0,122.6748275756836,404.3843078613281,0.0,0.0,123.73100740637138,407.3232054789382,122.33922255044405,403.93142556750956,123.46449797637851,407.1786748332582,0.0,0.0,67637100,54216600
2021-06-02,0.0,123.44475555419922,405.0202331542969,0.0,0.0,123.62243102282135,405.8874758199959,122.44780587051613,404.01813443051793,122.67483103378841,405.05878446091333,0.0,0.0,59278900,49097100
2021-06-03,0.0,121.94438934326172,403.51702880859375,0.0,0.0,123.23746730295113,404.6925936308974,121.53968118530553,401.11773208844454,123.06966478758865,402.6305546576277,0.0,0.0,76229200,58138800
2021-06-04,0.0,124.2640380859375,407.20751953125,0.0,0.0,124.53055505598374,407.51587113287076,122.25038527243784,403.5844617272745,122.46754501666653,405.42489675403755,0.0,0.0,75169300,55938800
2021-06-07,0.0,124.27391815185547,406.8125,0.0,0.0,124.6884917613777,407.3810067950926,123.21773822425028,405.8489231799722,124.54042760630384,407.1979248468049,0.0,0.0,71057600,51555000
2021-06-08,0.0,125.1030502319336,406.8992004394531,0.0,0.0,126.80084380302415,407.7953197851096,124.57989680738874,405.01059818918105,124.96485904548231,407.69895622615064,0.0,0.0,74403800,47134300
2021-06-09,0.0,125.48802185058594,406.29217529296875,0.0,0.0,126.10001681551479,407.8435493216612,124.88589983710018,406.06092625754906,125.56699040041974,407.76644670583335,0.0,0.0,56877900,48436300
2021-06-10,0.0,124.48118591308594,408.1807556152344,0.0,0.0,126.53432280451361,409.16362277466266,124.3133834107392,406.1957897525093,125.37942859630141,407.5544365741663,0.0,0.0,71186400,51020100
2021-06-11,0.0,125.7051773071289,408.8552551269531,0.0,0.0,125.7940188053738,408.9708796338796,124.47132199879262,407.4195351559007,124.89576852609451,408.74927579761356,0.0,0.0,53522400,45570800
2021-06-14,0.0,128.79473876953125,409.77069091796875,0.0,0.0,128.8539614100809,409.87667025405887,125.42878565319504,407.68936144263034,126.16909878348402,408.9709056840681,0.0,0.0,96906500,42358500
2021-06-15,0.0,127.96560668945312,409.01910400390625,0.0,0.0,128.9132142345344,409.96339047887614,127.71883561707591,408.11333942985226,128.26173498864796,409.92486857796024,0.0,0.0,62746300,51508500
2021-06-16,0.0,128.468994140625,406.7354431152344,0.0,0.0,129.199441822712,409.39492484743954,126.8008346043744,404.625236695677,128.68615385525334,409.163675794564,0.0,0.0,91815000,80386100
2021-06-17,0.0,130.08782958984375,406.6004638671875,0.0,0.0,130.83802327611693,407.6122076462262,127.9754698500679,404.0469914771154,128.12354152790584,406.31140261775573,0.0,0.0,96721700,90949700
2021-06-18,0.0,128.77500915527344,401.11529541015625,0.0,1.376,129.81143549816818,403.9284514395835,128.55784943005318,400.9026138046007,129.02178020105015,403.21308126736676,0.0,0.0,108953300,118676300
2021-06-21,0.0,130.5912322998047,406.8576354980469,0.0,0.0,130.69981215564886,407.05099313824996,127.54114597887579,402.0916676396022,128.61706405660797,402.9327173202414,0.0,0.0,79663300,72822000
2021-06-22,0.0,132.24954223632812,409.0328369140625,0.0,0.0,132.3482566849961,409.8932401877952,129.92002282784009,406.10364819375343,130.42344542965242,406.8480486670363,0.0,0.0,74783600,57700300
2021-06-23,0.0,131.97317504882812,408.53973388671875,0.0,0.0,132.585177589954,409.9414734158107,131.50924419775242,408.4527318057874,132.04227818319393,409.1101005298677,0.0,0.0,60214200,49445400
2021-06-24,0.0,131.68690490722656,410.9565734863281,0.0,0.0,132.90101423907973,411.39158390875616,131.2130936533785,410.4925328668388,132.71346583381188,410.7535686225284,0.0,0.0,68711000,45110300
2021-06-25,0.0,131.39077758789062,412.41632080078125,0.0,0.0,132.1607020538173,412.8803614274024,131.09464931752436,411.39159023144686,131.73626308026957,411.72995134446853,0.0,0.0,70783700,58129500
2021-06-28,0.0,133.0391845703125,413.2477111816406,0.0,0.0,133.50311527008782,413.4217153482106,131.62766163478418,411.720292104695,131.68688426680535,412.9577042373574,0.0,0.0,62111300,53159600
2021-06-29,0.0,134.56918334960938,413.4701232910156,0.0,0.0,134.72712042768325,414.30149630759365,132.6147609589984,412.9190805229658,133.05894581208605,413.64412748021994,0.0,0.0,64556100,35970500
2021-06-30,0.0,135.1910858154297,413.81805419921875,0.0,0.0,135.63527078231266,414.5141003279665,134.11515237440412,412.9673278749459,134.4112807062303,412.99632856771746,0.0,0.0,63261400,64827900
2021-07-01,0.0,135.49705505371094,416.1092529296875,0.0,0.0,135.55627769701857,416.2736098787997,134.00654824248926,414.53347957374075,134.83571043392584,414.6011576999772,0.0,0.0,52485800,53441000
2021-07-02,0.0,138.15231323242188,419.289794921875,0.0,0.0,138.1917899738335,419.65715674271644,135.97085049211117,416.19624964322213,136.11890709954207,417.30801183857926,0.0,0.0,78852600,57697700
2021-07-06,0.0,140.18569946289062,418.52606201171875,0.0,0.0,141.30109434434434,419.57014606032885,138.26088832420487,415.7032292923317,138.26088832420487,419.34778772536487,0.0,0.0,108181800,68710400
2021-07-07,0.0,142.70278930664062,420.00518798828125,0.0,0.0,143.0186484612328,420.29522446896874,140.81745461507043,417.15335435938687,141.68607858648258,419.2318163775862,0.0,0.0,104911600,63549500
2021-07-08,0.0,141.3899383544922,416.5829772949219,0.0,0.0,142.19933952131782,417.3660256195437,138.85312487217755,413.2960742754521,139.75137505895339,414.51416255919054,0.0,0.0,105575500,97595200
2021-07-09,0.0,143.23577880859375,421.0298767089844,0.0,0.0,143.7687976120209,421.3392371233408,140.80754521991577,416.3799117701726,140.90625965766935,418.139365936813,0.0,0.0,99890800,76238600
2021-07-12,0.0,142.6336669921875,422.5379638671875,0.0,0.0,144.4301674669692,422.79899961909535,142.1401248918685,420.4981795219224,144.32158760243064,420.9428666702617,0.0,0.0,76299700,52889600
